"Year","Year ending","Police Region","Local Government Area","Victim Reports","Rate per 100,000 population"
2021,"March","3 Southern Metro","Kingston",4329,2713.188011582
2021,"March","3 Southern Metro","Mornington Peninsula",3782,2218.962684816
2021,"March","3 Southern Metro","Port Phillip",5910,5713.56754771
2021,"March","3 Southern Metro","Stonnington",5020,4727.375459083
2021,"March","3 Southern Metro","Total",48187,3044.716970283
2021,"March","4 Western","Ararat",514,4345.987993574
2021,"March","4 Western","Ballarat",3995,3519.699746264
2021,"March","4 Western","Buloke",130,2120.026092629
2021,"March","4 Western","Campaspe",1126,2920.427430231
2021,"March","4 Western","Central Goldfields",447,3338.810875411
2021,"March","4 Western","Colac-Otway",581,2604.330090995
2021,"March","4 Western","Corangamite",319,1990.01871491
2021,"March","4 Western","Gannawarra",270,2543.570419218
2021,"March","4 Western","Glenelg",534,2662.27938977
2021,"March","4 Western","Golden Plains",282,1132.894102523
2021,"March","4 Western","Greater Bendigo",3963,3267.860676826
2021,"March","4 Western","Greater Geelong",7992,2949.817666426
2021,"March","4 Western","Hepburn",317,1922.960266909
2021,"March","4 Western","Hindmarsh",179,3164.780763791
2021,"March","4 Western","Horsham",679,3332.351786415
2021,"March","4 Western","Loddon",227,2946.903803713
2021,"March","4 Western","Macedon Ranges",847,1641.504680323
2021,"March","4 Western","Mildura",2246,3942.702664747
2021,"March","4 Western","Moorabool",898,2368.768135057
2021,"March","4 Western","Mount Alexander",321,1595.9033509
2021,"March","4 Western","Moyne",274,1584.181313599
2021,"March","4 Western","Northern Grampians",418,3516.742386
2021,"March","4 Western","Pyrenees",215,2821.892636829
2021,"March","4 Western","Queenscliffe",58,1792.336217553
2021,"March","4 Western","Southern Grampians",379,2298.083919476
2021,"March","4 Western","Surf Coast",694,1843.391415215
2021,"March","4 Western","Swan Hill",827,3867.920115991
2021,"March","4 Western","Warrnambool",1093,3084.695058279
2021,"March","4 Western","West Wimmera",68,1709.401709402
2021,"March","4 Western","Yarriambiack",181,2780.337941628
2021,"March","4 Western","Total",30074,2870.196019672
2021,"March","Justice Institutions and Immigration Facilities","Justice Institutions and Immigration Facilities",927,
2021,"March","Justice Institutions and Immigration Facilities","Total",927,
2021,"March","Unincorporated Vic","Unincorporated Vic",9,
2021,"March","Unincorporated Vic","Total",9,
2020,"March","1 North West Metro","Banyule",3914,3003.975624357
2020,"March","1 North West Metro","Brimbank",8326,4077.115560714
2020,"March","1 North West Metro","Darebin",7617,4849.862469438
2020,"March","1 North West Metro","Hobsons Bay",2730,2867.85793073
2020,"March","1 North West Metro","Hume",8866,3638.930730618
2020,"March","1 North West Metro","Maribyrnong",4652,5202.531928694
2020,"March","1 North West Metro","Melbourne",14285,8373.927978944
2020,"March","1 North West Metro","Melton",5067,2919.350564051
2020,"March","1 North West Metro","Merri-bek",7344,4079.320113314
2020,"March","1 North West Metro","Moonee Valley",4083,3220.387108987
2020,"March","1 North West Metro","Nillumbik",969,1506.483007369
2020,"March","1 North West Metro","Whittlesea",6927,2998.182132964
2020,"March","1 North West Metro","Wyndham",7239,2519.73601771
2020,"March","1 North West Metro","Yarra",7223,7472.429703503
2020,"March","1 North West Metro","Total",89242,3966.127787871
2020,"March","2 Eastern","Alpine",242,1853.837904091
2020,"March","2 Eastern","Bass Coast",1061,2724.005134788
2020,"March","2 Eastern","Baw Baw",1954,3504.744139329
2020,"March","2 Eastern","Benalla",468,3254.067584481
2020,"March","2 Eastern","Boroondara",4627,2601.26493324
2020,"March","2 Eastern","East Gippsland",2030,4240.297447466
2020,"March","2 Eastern","Greater Shepparton",3332,4866.080556123
2020,"March","2 Eastern","Indigo",268,1565.877884896
2020,"March","2 Eastern","Knox",5146,3152.375001531
2020,"March","2 Eastern","Latrobe",5244,6835.779649086
2020,"March","2 Eastern","Manningham",2507,1958.792689883
2020,"March","2 Eastern","Mansfield",188,1919.934640523
2020,"March","2 Eastern","Maroondah",3071,2596.052242276
2020,"March","2 Eastern","Mitchell",1640,3411.478376636
2020,"March","2 Eastern","Moira",998,3293.946795168
2020,"March","2 Eastern","Monash",6156,3065.874466485
2020,"March","2 Eastern","Murrindindi",388,2608.929532006
2020,"March","2 Eastern","South Gippsland",703,2322.278012685
2020,"March","2 Eastern","Strathbogie",278,2491.485929378
2020,"March","2 Eastern","Towong",97,1572.123176661
2020,"March","2 Eastern","Wangaratta",861,2916.963106007
2020,"March","2 Eastern","Wellington",1920,4256.734286664
2020,"March","2 Eastern","Whitehorse",4794,2711.630485197
2020,"March","2 Eastern","Wodonga",1521,3564.899451554
2020,"March","2 Eastern","Yarra Ranges",3533,2223.74682142
2020,"March","2 Eastern","Total",53027,3075.635447848
2020,"March","3 Southern Metro","Bayside",2984,2841.417661734
2020,"March","3 Southern Metro","Cardinia",2881,2472.855242264
2020,"March","3 Southern Metro","Casey",10585,2908.206720334
2020,"March","3 Southern Metro","Frankston",5966,4195.764851503
2020,"March","3 Southern Metro","Glen Eira",4251,2748.680943513
2020,"March","3 Southern Metro","Greater Dandenong",8092,4885.057471264
2020,"March","3 Southern Metro","Kingston",5164,3164.293242481
2020,"March","3 Southern Metro","Mornington Peninsula",5169,3037.265109939
2020,"March","3 Southern Metro","Port Phillip",6594,5963.427207119
2020,"March","3 Southern Metro","Stonnington",6030,5354.76423053
2020,"March","3 Southern Metro","Total",57716,3597.012004582
2020,"March","4 Western","Ararat",471,3952.005370029
2020,"March","4 Western","Ballarat",5220,4675.534058847
2020,"March","4 Western","Buloke",161,2615.334632878
2020,"March","4 Western","Campaspe",1405,3660.8561974
2020,"March","4 Western","Central Goldfields",466,3502.705953097
2020,"March","4 Western","Colac-Otway",665,2985.543683218
2020,"March","4 Western","Corangamite",332,2061.087658306
2020,"March","4 Western","Gannawarra",270,2553.191489362
2020,"March","4 Western","Glenelg",582,2902.019446522
2020,"March","4 Western","Golden Plains",315,1292.785028318
2020,"March","4 Western","Greater Bendigo",4333,3612.097567482
2020,"March","4 Western","Greater Geelong",9647,3626.200965283
2020,"March","4 Western","Hepburn",482,2949.996939837
2020,"March","4 Western","Hindmarsh",160,2822.865208186
2020,"March","4 Western","Horsham",631,3095.413294089
2020,"March","4 Western","Loddon",217,2834.008097166
2020,"March","4 Western","Macedon Ranges",866,1701.575824262
2020,"March","4 Western","Mildura",3155,5502.747013168
2020,"March","4 Western","Moorabool",916,2479.42832395
2020,"March","4 Western","Mount Alexander",443,2221.776418075
2020,"March","4 Western","Moyne",303,1772.862910304
2020,"March","4 Western","Northern Grampians",396,3354.510800508
2020,"March","4 Western","Pyrenees",222,2942.735949099
2020,"March","4 Western","Queenscliffe",60,1938.610662359
2020,"March","4 Western","Southern Grampians",457,2768.69017327
2020,"March","4 Western","Surf Coast",699,1951.042509839
2020,"March","4 Western","Swan Hill",873,4060.653983906
2020,"March","4 Western","Warrnambool",1246,3517.985205263
2020,"March","4 Western","West Wimmera",75,1877.816725088
2020,"March","4 Western","Yarriambiack",240,3613.913567234
2020,"March","4 Western","Total",35308,3410.231273331
2020,"March","Justice Institutions and Immigration Facilities","Justice Institutions and Immigration Facilities",974,
2020,"March","Justice Institutions and Immigration Facilities","Total",974,
2020,"March","Unincorporated Vic","Unincorporated Vic",59,
2020,"March","Unincorporated Vic","Total",59,
2019,"March","1 North West Metro","Banyule",3891,2979.166507155
2019,"March","1 North West Metro","Brimbank",8149,3941.074908957
2019,"March","1 North West Metro","Darebin",7086,4504.825236176
2019,"March","1 North West Metro","Hobsons Bay",2548,2659.208081989
2019,"March","1 North West Metro","Hume",8505,3613.45965926
2019,"March","1 North West Metro","Maribyrnong",4077,4557.344064386
2019,"March","1 North West Metro","Melbourne",12743,7542.378900516
2019,"March","1 North West Metro","Melton",4863,2937.747304195
2019,"March","1 North West Metro","Merri-bek",7428,4142.153719183
2019,"March","1 North West Metro","Moonee Valley",3859,3052.861414806
2019,"March","1 North West Metro","Nillumbik",1006,1560.560933234
2019,"March","1 North West Metro","Whittlesea",6636,2935.348030716
2019,"March","1 North West Metro","Wyndham",6009,2199.479504101
2019,"March","1 North West Metro","Yarra",7073,7326.193238316
2019,"March","1 North West Metro","Total",83873,3785.181591507
2019,"March","2 Eastern","Alpine",205,1588.654680719
2019,"March","2 Eastern","Bass Coast",1090,2911.324786325
2019,"March","2 Eastern","Baw Baw",1754,3245.323514719
2019,"March","2 Eastern","Benalla",448,3146.730350495
2019,"March","2 Eastern","Boroondara",3851,2143.457473158
2019,"March","2 Eastern","East Gippsland",1728,3640.653969324
2019,"March","2 Eastern","Greater Shepparton",3119,4604.845496287
2019,"March","2 Eastern","Indigo",201,1191.040530932
2019,"March","2 Eastern","Knox",4394,2690.621402503
2019,"March","2 Eastern","Latrobe",5294,6954.716832412
2019,"March","2 Eastern","Manningham",2241,1766.333262396
2019,"March","2 Eastern","Mansfield",168,1784.007645747
2019,"March","2 Eastern","Maroondah",2855,2420.209384139
2019,"March","2 Eastern","Mitchell",1561,3366.182908158
2019,"March","2 Eastern","Moira",929,3086.481278448
2019,"March","2 Eastern","Monash",4984,2494.969013126
2019,"March","2 Eastern","Murrindindi",338,2293.546854855
2019,"March","2 Eastern","South Gippsland",536,1791.264244895
2019,"March","2 Eastern","Strathbogie",298,2732.190336481
2019,"March","2 Eastern","Towong",99,1611.852816672
2019,"March","2 Eastern","Wangaratta",796,2703.896192126
2019,"March","2 Eastern","Wellington",1593,3565.67284448
2019,"March","2 Eastern","Whitehorse",3957,2250.059705906
2019,"March","2 Eastern","Wodonga",1302,3093.81237525
2019,"March","2 Eastern","Yarra Ranges",3124,1967.935997984
2019,"March","2 Eastern","Total",46865,2736.167800387
2019,"March","3 Southern Metro","Bayside",2468,2347.614336808
2019,"March","3 Southern Metro","Cardinia",2542,2269.60232853
2019,"March","3 Southern Metro","Casey",10032,2849.951421283
2019,"March","3 Southern Metro","Frankston",5797,4083.257026132
2019,"March","3 Southern Metro","Glen Eira",3342,2171.032117244
2019,"March","3 Southern Metro","Greater Dandenong",7787,4682.614133834
2019,"March","3 Southern Metro","Kingston",4866,2982.019635
2019,"March","3 Southern Metro","Mornington Peninsula",4515,2678.031246664
2019,"March","3 Southern Metro","Port Phillip",6313,5647.599792453
2019,"March","3 Southern Metro","Stonnington",4916,4319.85940246
2019,"March","3 Southern Metro","Total",52578,3309.514997243
2019,"March","4 Western","Ararat",462,3902.686264572
2019,"March","4 Western","Ballarat",4767,4342.597906589
2019,"March","4 Western","Buloke",106,1719.104768083
2019,"March","4 Western","Campaspe",1584,4154.427192614
2019,"March","4 Western","Central Goldfields",462,3460.933403251
2019,"March","4 Western","Colac-Otway",767,3480.510051277
2019,"March","4 Western","Corangamite",260,1607.816461567
2019,"March","4 Western","Gannawarra",310,2935.05017989
2019,"March","4 Western","Glenelg",471,2355.942376951
2019,"March","4 Western","Golden Plains",343,1440.571188576
2019,"March","4 Western","Greater Bendigo",3807,3220.430744243
2019,"March","4 Western","Greater Geelong",8597,3304.83520032
2019,"March","4 Western","Hepburn",389,2415.398944427
2019,"March","4 Western","Hindmarsh",137,2417.07833451
2019,"March","4 Western","Horsham",745,3688.118811881
2019,"March","4 Western","Loddon",217,2844.409490104
2019,"March","4 Western","Macedon Ranges",933,1859.97368526
2019,"March","4 Western","Mildura",2894,5098.30174054
2019,"March","4 Western","Moorabool",883,2466.962813958
2019,"March","4 Western","Mount Alexander",347,1761.77904143
2019,"March","4 Western","Moyne",317,1865.035006178
2019,"March","4 Western","Northern Grampians",403,3442.384897924
2019,"March","4 Western","Pyrenees",249,3342.730567861
2019,"March","4 Western","Queenscliffe",86,2892.700975446
2019,"March","4 Western","Southern Grampians",456,2784.222737819
2019,"March","4 Western","Surf Coast",591,1727.413556251
2019,"March","4 Western","Swan Hill",967,4517.213995422
2019,"March","4 Western","Warrnambool",1453,4139.129443938
2019,"March","4 Western","West Wimmera",70,1759.235988942
2019,"March","4 Western","Yarriambiack",209,3131.086142322
2019,"March","4 Western","Total",33282,3265.909311698
2019,"March","Justice Institutions and Immigration Facilities","Justice Institutions and Immigration Facilities",1052,
2019,"March","Justice Institutions and Immigration Facilities","Total",1052,
2019,"March","Unincorporated Vic","Unincorporated Vic",45,
2019,"March","Unincorporated Vic","Total",45,
2018,"March","1 North West Metro","Banyule",4242,3272.012032859
2018,"March","1 North West Metro","Brimbank",8071,3899.467090546
2018,"March","1 North West Metro","Darebin",7431,4730.017886355
2018,"March","1 North West Metro","Hobsons Bay",2797,2939.569101419
2018,"March","1 North West Metro","Hume",8956,3971.160753084
2018,"March","1 North West Metro","Maribyrnong",4075,4585.29779118
2018,"March","1 North West Metro","Melbourne",13101,8019.563793515
2018,"March","1 North West Metro","Melton",4813,3065.234143639
2018,"March","1 North West Metro","Merri-bek",7605,4280.190680947
2018,"March","1 North West Metro","Moonee Valley",4129,3290.380676883
2018,"March","1 North West Metro","Nillumbik",1162,1800.378048403
2018,"March","1 North West Metro","Whittlesea",6811,3087.474671466
2018,"March","1 North West Metro","Wyndham",6112,2378.117582973
2018,"March","1 North West Metro","Yarra",6409,6710.713687385
2018,"March","1 North West Metro","Total",85714,3960.032839342
2018,"March","2 Eastern","Alpine",174,1357.04258306
2018,"March","2 Eastern","Bass Coast",1071,2968.156749716
2018,"March","2 Eastern","Baw Baw",1552,2959.177836673
2018,"March","2 Eastern","Benalla",561,3962.424071196
2018,"March","2 Eastern","Boroondara",3947,2200.283188209
2018,"March","2 Eastern","East Gippsland",1651,3521.682557966
2018,"March","2 Eastern","Greater Shepparton",2980,4459.342172208
2018,"March","2 Eastern","Indigo",221,1330.283512912
2018,"March","2 Eastern","Knox",4699,2892.422088035
2018,"March","2 Eastern","Latrobe",4869,6441.66909216
2018,"March","2 Eastern","Manningham",2410,1926.597437066
2018,"March","2 Eastern","Mansfield",270,2949.852507375
2018,"March","2 Eastern","Maroondah",2923,2495.624332978
2018,"March","2 Eastern","Mitchell",1649,3700.960588922
2018,"March","2 Eastern","Moira",741,2477.432296891
2018,"March","2 Eastern","Monash",5421,2737.740518156
2018,"March","2 Eastern","Murrindindi",306,2101.504017581
2018,"March","2 Eastern","South Gippsland",569,1922.037562492
2018,"March","2 Eastern","Strathbogie",313,2915.967952301
2018,"March","2 Eastern","Towong",96,1573.770491803
2018,"March","2 Eastern","Wangaratta",840,2869.930643343
2018,"March","2 Eastern","Wellington",1555,3515.474871702
2018,"March","2 Eastern","Whitehorse",4219,2418.721442863
2018,"March","2 Eastern","Wodonga",1275,3069.256878746
2018,"March","2 Eastern","Yarra Ranges",2943,1864.794479752
2018,"March","2 Eastern","Total",47255,2787.251135132
2018,"March","3 Southern Metro","Bayside",2753,2631.352570658
2018,"March","3 Southern Metro","Cardinia",2398,2242.274066109
2018,"March","3 Southern Metro","Casey",9221,2727.404484644
2018,"March","3 Southern Metro","Frankston",5309,3751.121662392
2018,"March","3 Southern Metro","Glen Eira",3641,2389.280066147
2018,"March","3 Southern Metro","Greater Dandenong",7469,4529.549107007
2018,"March","3 Southern Metro","Kingston",4351,2691.035037264
2018,"March","3 Southern Metro","Mornington Peninsula",4790,2875.771475229
2018,"March","3 Southern Metro","Port Phillip",6369,5751.672943025
2018,"March","3 Southern Metro","Stonnington",4717,4161.814010941
2018,"March","3 Southern Metro","Total",51018,3268.725108791
2018,"March","4 Western","Ararat",455,3854.299025837
2018,"March","4 Western","Ballarat",5364,4984.759497435
2018,"March","4 Western","Buloke",109,1754.103636949
2018,"March","4 Western","Campaspe",1259,3317.697902393
2018,"March","4 Western","Central Goldfields",480,3600.900225056
2018,"March","4 Western","Colac-Otway",738,3381.753196169
2018,"March","4 Western","Corangamite",365,2248.783192656
2018,"March","4 Western","Gannawarra",227,2141.307423828
2018,"March","4 Western","Glenelg",650,3267.481023476
2018,"March","4 Western","Golden Plains",284,1224.612996421
2018,"March","4 Western","Greater Bendigo",3496,3008.96837829
2018,"March","4 Western","Greater Geelong",9575,3781.968993779
2018,"March","4 Western","Hepburn",410,2578.292038737
2018,"March","4 Western","Hindmarsh",142,2495.167808821
2018,"March","4 Western","Horsham",892,4445.773524721
2018,"March","4 Western","Loddon",194,2551.960010524
2018,"March","4 Western","Macedon Ranges",856,1736.237880816
2018,"March","4 Western","Mildura",2474,4405.741354133
2018,"March","4 Western","Moorabool",1022,2948.473833016
2018,"March","4 Western","Mount Alexander",353,1810.256410256
2018,"March","4 Western","Moyne",279,1651.180682961
2018,"March","4 Western","Northern Grampians",374,3214.715489084
2018,"March","4 Western","Pyrenees",216,2948.000545926
2018,"March","4 Western","Queenscliffe",82,2775.897088693
2018,"March","4 Western","Southern Grampians",489,3001.657356823
2018,"March","4 Western","Surf Coast",657,2006.106870229
2018,"March","4 Western","Swan Hill",924,4350.282485876
2018,"March","4 Western","Warrnambool",1230,3532.148292795
2018,"March","4 Western","West Wimmera",70,1765.893037336
2018,"March","4 Western","Yarriambiack",256,3822.036428785
2018,"March","4 Western","Total",33922,3387.254608272
2018,"March","Justice Institutions and Immigration Facilities","Justice Institutions and Immigration Facilities",1245,
2018,"March","Justice Institutions and Immigration Facilities","Total",1245,
2018,"March","Unincorporated Vic","Unincorporated Vic",71,
2018,"March","Unincorporated Vic","Total",71,
2017,"March","1 North West Metro","Banyule",4661,3622.726566143
2017,"March","1 North West Metro","Brimbank",8992,4362.59193852
2017,"March","1 North West Metro","Darebin",8229,5257.307139435
2017,"March","1 North West Metro","Hobsons Bay",2998,3171.043863639
2017,"March","1 North West Metro","Hume",9897,4576.668562629
2017,"March","1 North West Metro","Maribyrnong",4490,5095.324557422
2017,"March","1 North West Metro","Melbourne",13632,8740.926928108
2017,"March","1 North West Metro","Melton",5260,3537.061817888
2017,"March","1 North West Metro","Merri-bek",8118,4635.943121467
2017,"March","1 North West Metro","Moonee Valley",4969,3996.911221757
2017,"March","1 North West Metro","Nillumbik",1436,2229.329027851
2017,"March","1 North West Metro","Whittlesea",8233,3839.553039277
2017,"March","1 North West Metro","Wyndham",6959,2880.70272754
2017,"March","1 North West Metro","Yarra",6949,7353.205718337
2017,"March","1 North West Metro","Total",94823,4495.628019175
2017,"March","2 Eastern","Alpine",151,1190.194687475
2017,"March","2 Eastern","Bass Coast",1190,3424.657534247
2017,"March","2 Eastern","Baw Baw",1477,2902.737653047
2017,"March","2 Eastern","Benalla",576,4099.935938501
2017,"March","2 Eastern","Boroondara",4947,2769.101595298
2017,"March","2 Eastern","East Gippsland",1543,3338.453882602
2017,"March","2 Eastern","Greater Shepparton",3014,4569.782427413
2017,"March","2 Eastern","Indigo",188,1147.040878585
2017,"March","2 Eastern","Knox",5402,3344.373935923
2017,"March","2 Eastern","Latrobe",5725,7624.387385468
2017,"March","2 Eastern","Manningham",2772,2233.21463674
2017,"March","2 Eastern","Mansfield",245,2753.737214792
2017,"March","2 Eastern","Maroondah",3579,3079.424898686
2017,"March","2 Eastern","Mitchell",1771,4114.29898943
2017,"March","2 Eastern","Moira",726,2443.046067907
2017,"March","2 Eastern","Monash",5821,2974.967546738
2017,"March","2 Eastern","Murrindindi",317,2218.33449965
2017,"March","2 Eastern","South Gippsland",672,2288.750383161
2017,"March","2 Eastern","Strathbogie",274,2601.595138625
2017,"March","2 Eastern","Towong",106,1748.021108179
2017,"March","2 Eastern","Wangaratta",867,2994.715208456
2017,"March","2 Eastern","Wellington",1834,4180.342815463
2017,"March","2 Eastern","Whitehorse",4300,2494.54680466
2017,"March","2 Eastern","Wodonga",1366,3345.005754585
2017,"March","2 Eastern","Yarra Ranges",3488,2225.966202073
2017,"March","2 Eastern","Total",52351,3121.990259099
2017,"March","3 Southern Metro","Bayside",2826,2726.088843872
2017,"March","3 Southern Metro","Cardinia",3124,3055.017700327
2017,"March","3 Southern Metro","Casey",11339,3489.502871246
2017,"March","3 Southern Metro","Frankston",6316,4492.144437095
2017,"March","3 Southern Metro","Glen Eira",4050,2687.42286101
2017,"March","3 Southern Metro","Greater Dandenong",8545,5244.776705703
2017,"March","3 Southern Metro","Kingston",4498,2808.792306732
2017,"March","3 Southern Metro","Mornington Peninsula",4896,2981.947523571
2017,"March","3 Southern Metro","Port Phillip",7070,6455.265104133
2017,"March","3 Southern Metro","Stonnington",5677,5062.692849626
2017,"March","3 Southern Metro","Total",58341,3810.445038505
2017,"March","4 Western","Ararat",436,3696.168192608
2017,"March","4 Western","Ballarat",5593,5298.860266601
2017,"March","4 Western","Buloke",94,1511.011091464
2017,"March","4 Western","Campaspe",1419,3754.067567925
2017,"March","4 Western","Central Goldfields",498,3772.727272727
2017,"March","4 Western","Colac-Otway",896,4149.108589951
2017,"March","4 Western","Corangamite",432,2653.725658824
2017,"March","4 Western","Gannawarra",248,2339.18128655
2017,"March","4 Western","Glenelg",779,3933.946066054
2017,"March","4 Western","Golden Plains",392,1733.516119047
2017,"March","4 Western","Greater Bendigo",3950,3456.876558876
2017,"March","4 Western","Greater Geelong",10287,4175.189947399
2017,"March","4 Western","Hepburn",467,2973.007384772
2017,"March","4 Western","Hindmarsh",179,3125
2017,"March","4 Western","Horsham",947,4740.451519247
2017,"March","4 Western","Loddon",234,3091.557669441
2017,"March","4 Western","Macedon Ranges",829,1712.279252298
2017,"March","4 Western","Mildura",2920,5267.620370537
2017,"March","4 Western","Moorabool",1073,3185.015880554
2017,"March","4 Western","Mount Alexander",451,2337.150852464
2017,"March","4 Western","Moyne",334,1990.58346743
2017,"March","4 Western","Northern Grampians",469,4046.242774566
2017,"March","4 Western","Pyrenees",258,3522.184300341
2017,"March","4 Western","Queenscliffe",91,3113.239822101
2017,"March","4 Western","Southern Grampians",464,2862.960449189
2017,"March","4 Western","Surf Coast",732,2319.759150689
2017,"March","4 Western","Swan Hill",868,4119.796857943
2017,"March","4 Western","Warrnambool",1339,3878.910776362
2017,"March","4 Western","West Wimmera",65,1644.736842105
2017,"March","4 Western","Yarriambiack",205,3056.052474657
2017,"March","4 Western","Total",36949,3752.87440379
2017,"March","Justice Institutions and Immigration Facilities","Justice Institutions and Immigration Facilities",917,
2017,"March","Justice Institutions and Immigration Facilities","Total",917,
2017,"March","Unincorporated Vic","Unincorporated Vic",81,
2017,"March","Unincorporated Vic","Total",81,
