"Year","Year ending","Police Region","Local Government Area","Incidents Recorded","Rate per 100,000 population"
2021,"March","3 Southern Metro","Bayside",3808,3721.366585881
2021,"March","3 Southern Metro","Cardinia",5482,4584.647035702
2021,"March","3 Southern Metro","Casey",16204,4384.697395267
2021,"March","3 Southern Metro","Frankston",10202,7244.503777765
2021,"March","3 Southern Metro","Glen Eira",6031,4003.637860301
2021,"March","3 Southern Metro","Greater Dandenong",14209,8875.078076202
2021,"March","3 Southern Metro","Kingston",8056,5049.074294596
2021,"March","3 Southern Metro","Mornington Peninsula",7601,4459.633888759
2021,"March","3 Southern Metro","Port Phillip",10178,9839.710744601
2021,"March","3 Southern Metro","Stonnington",8950,8428.288916094
2021,"March","3 Southern Metro","Total",90721,5732.246627951
2021,"March","4 Western","Ararat",1083,9157.01361292
2021,"March","4 Western","Ballarat",7179,6324.887228644
2021,"March","4 Western","Buloke",244,3979.125896934
2021,"March","4 Western","Campaspe",2449,6351.799979251
2021,"March","4 Western","Central Goldfields",817,6102.479832686
2021,"March","4 Western","Colac-Otway",1226,5495.539916626
2021,"March","4 Western","Corangamite",682,4254.522769807
2021,"March","4 Western","Gannawarra",639,6019.783325483
2021,"March","4 Western","Glenelg",1048,5224.847940971
2021,"March","4 Western","Golden Plains",450,1807.809738068
2021,"March","4 Western","Greater Bendigo",7997,6594.267431889
2021,"March","4 Western","Greater Geelong",15502,5721.73091403
2021,"March","4 Western","Hepburn",507,3075.523202912
2021,"March","4 Western","Hindmarsh",286,5056.57708628
2021,"March","4 Western","Horsham",1464,7184.92343934
2021,"March","4 Western","Loddon",409,5309.619628716
2021,"March","4 Western","Macedon Ranges",1844,3573.71266885
2021,"March","4 Western","Mildura",4399,7722.150054418
2021,"March","4 Western","Moorabool",1987,5241.361118438
2021,"March","4 Western","Mount Alexander",731,3634.284577906
2021,"March","4 Western","Moyne",512,2960.222016651
2021,"March","4 Western","Northern Grampians",893,7513.04055191
2021,"March","4 Western","Pyrenees",344,4515.028218926
2021,"March","4 Western","Queenscliffe",80,2472.187886279
2021,"March","4 Western","Southern Grampians",791,4796.264855688
2021,"March","4 Western","Surf Coast",1161,3083.829154271
2021,"March","4 Western","Swan Hill",1856,8680.604274823
2021,"March","4 Western","Warrnambool",2196,6197.612395225
2021,"March","4 Western","West Wimmera",122,3066.86777275
2021,"March","4 Western","Yarriambiack",333,5115.207373272
2021,"March","4 Western","Total",59231,5652.875588255
2021,"March","Justice Institutions and Immigration Facilities","Justice Institutions and Immigration Facilities",1270,
2021,"March","Justice Institutions and Immigration Facilities","Total",1270,
2021,"March","Unincorporated Vic","Unincorporated Vic",30,
2021,"March","Unincorporated Vic","Total",30,
2020,"March","1 North West Metro","Banyule",7263,5574.316545658
2020,"March","1 North West Metro","Brimbank",15471,7575.913384554
2020,"March","1 North West Metro","Darebin",11899,7576.278524857
2020,"March","1 North West Metro","Hobsons Bay",4904,5151.639301209
2020,"March","1 North West Metro","Hume",15873,6514.859856429
2020,"March","1 North West Metro","Maribyrnong",7322,8188.507906685
2020,"March","1 North West Metro","Melbourne",26878,15755.99833518
2020,"March","1 North West Metro","Melton",9321,5370.291416522
2020,"March","1 North West Metro","Merri-bek",11098,6164.5281342
2020,"March","1 North West Metro","Moonee Valley",6720,5300.269745871
2020,"March","1 North West Metro","Nillumbik",1690,2627.405864246
2020,"March","1 North West Metro","Whittlesea",12249,5301.679362881
2020,"March","1 North West Metro","Wyndham",13873,4828.884897595
2020,"March","1 North West Metro","Yarra",11419,11813.328919327
2020,"March","1 North West Metro","Total",155980,6932.124026267
2020,"March","2 Eastern","Alpine",439,3362.953883867
2020,"March","2 Eastern","Bass Coast",1788,4590.500641849
2020,"March","2 Eastern","Baw Baw",3591,6440.909009381
2020,"March","2 Eastern","Benalla",933,6487.275761368
2020,"March","2 Eastern","Boroondara",6526,3668.868587491
2020,"March","2 Eastern","East Gippsland",3635,7592.847892384
2020,"March","2 Eastern","Greater Shepparton",6383,9321.786371469
2020,"March","2 Eastern","Indigo",431,2518.258837277
2020,"March","2 Eastern","Knox",8857,5425.687016822
2020,"March","2 Eastern","Latrobe",10062,13116.249967411
2020,"March","2 Eastern","Manningham",3735,2918.265136303
2020,"March","2 Eastern","Mansfield",336,3431.37254902
2020,"March","2 Eastern","Maroondah",5920,5004.438057399
2020,"March","2 Eastern","Mitchell",3119,6488.049424833
2020,"March","2 Eastern","Moira",1832,6046.60373622
2020,"March","2 Eastern","Monash",9576,4769.138058977
2020,"March","2 Eastern","Murrindindi",599,4027.703066165
2020,"March","2 Eastern","South Gippsland",1357,4482.690274841
2020,"March","2 Eastern","Strathbogie",475,4257.035310988
2020,"March","2 Eastern","Towong",155,2512.155591572
2020,"March","2 Eastern","Wangaratta",1746,5915.235288139
2020,"March","2 Eastern","Wellington",3385,7504.711229354
2020,"March","2 Eastern","Whitehorse",7355,4160.209056868
2020,"March","2 Eastern","Wodonga",2829,6630.572352693
2020,"March","2 Eastern","Yarra Ranges",6185,3892.973136282
2020,"March","2 Eastern","Total",91249,5292.561506039
2020,"March","3 Southern Metro","Bayside",4170,3970.747871793
2020,"March","3 Southern Metro","Cardinia",5291,4541.435989872
2020,"March","3 Southern Metro","Casey",17306,4754.787482485
2020,"March","3 Southern Metro","Frankston",11101,7807.104528416
2020,"March","3 Southern Metro","Glen Eira",6099,3943.590937306
2020,"March","3 Southern Metro","Greater Dandenong",14711,8880.879938182
2020,"March","3 Southern Metro","Kingston",9057,5549.768376676
2020,"March","3 Southern Metro","Mornington Peninsula",8619,5064.45888616
2020,"March","3 Southern Metro","Port Phillip",9961,9008.446831986
2020,"March","3 Southern Metro","Stonnington",9465,8405.114998668
2020,"March","3 Southern Metro","Total",95780,5969.259993743
2020,"March","4 Western","Ararat",894,7501.258600436
2020,"March","4 Western","Ballarat",8699,7791.661068566
2020,"March","4 Western","Buloke",254,4126.055880442
2020,"March","4 Western","Campaspe",2797,7287.839704005
2020,"March","4 Western","Central Goldfields",866,6509.320505111
2020,"March","4 Western","Colac-Otway",1275,5724.162700907
2020,"March","4 Western","Corangamite",548,3402.036255277
2020,"March","4 Western","Gannawarra",608,5749.408983452
2020,"March","4 Western","Glenelg",1165,5809.025180753
2020,"March","4 Western","Golden Plains",471,1933.021423295
2020,"March","4 Western","Greater Bendigo",8323,6938.261724937
2020,"March","4 Western","Greater Geelong",16999,6389.73672736
2020,"March","4 Western","Hepburn",736,4504.559642573
2020,"March","4 Western","Hindmarsh",246,4340.155257586
2020,"March","4 Western","Horsham",1356,6651.949963208
2020,"March","4 Western","Loddon",366,4779.939924252
2020,"March","4 Western","Macedon Ranges",1720,3379.573230636
2020,"March","4 Western","Mildura",5541,9664.253946106
2020,"March","4 Western","Moorabool",1636,4428.323949762
2020,"March","4 Western","Mount Alexander",901,4518.782285972
2020,"March","4 Western","Moyne",506,2960.62254988
2020,"March","4 Western","Northern Grampians",735,6226.175349428
2020,"March","4 Western","Pyrenees",349,4626.19300106
2020,"March","4 Western","Queenscliffe",101,3263.327948304
2020,"March","4 Western","Southern Grampians",887,5373.803465407
2020,"March","4 Western","Surf Coast",1044,2914.003405253
2020,"March","4 Western","Swan Hill",1770,8232.941067026
2020,"March","4 Western","Warrnambool",2467,6965.384832571
2020,"March","4 Western","West Wimmera",143,3580.370555834
2020,"March","4 Western","Yarriambiack",317,4773.377503388
2020,"March","4 Western","Total",63720,6154.410805955
2020,"March","Justice Institutions and Immigration Facilities","Justice Institutions and Immigration Facilities",1382,
2020,"March","Justice Institutions and Immigration Facilities","Total",1382,
2020,"March","Unincorporated Vic","Unincorporated Vic",110,
2020,"March","Unincorporated Vic","Total",110,
2019,"March","1 North West Metro","Banyule",7002,5361.121532537
2019,"March","1 North West Metro","Brimbank",14643,7081.747440405
2019,"March","1 North West Metro","Darebin",11254,7154.572848987
2019,"March","1 North West Metro","Hobsons Bay",4848,5059.592143439
2019,"March","1 North West Metro","Hume",15579,6618.940391724
2019,"March","1 North West Metro","Maribyrnong",6684,7471.49564051
2019,"March","1 North West Metro","Melbourne",26575,15729.319570055
2019,"March","1 North West Metro","Melton",8317,5024.315099526
2019,"March","1 North West Metro","Merri-bek",11392,6352.640706642
2019,"March","1 North West Metro","Moonee Valley",6498,5140.578769995
2019,"March","1 North West Metro","Nillumbik",1622,2516.133035493
2019,"March","1 North West Metro","Whittlesea",11913,5269.560140132
2019,"March","1 North West Metro","Wyndham",11469,4198.00806
2019,"March","1 North West Metro","Yarra",11180,11580.212131256
2019,"March","1 North West Metro","Total",148976,6723.274626832
2019,"March","2 Eastern","Alpine",400,3099.814011159
2019,"March","2 Eastern","Bass Coast",1782,4759.615384615
2019,"March","2 Eastern","Baw Baw",3190,5902.270246267
2019,"March","2 Eastern","Benalla",877,6160.005619161
2019,"March","2 Eastern","Boroondara",5579,3105.258177811
2019,"March","2 Eastern","East Gippsland",3193,6727.203775493
2019,"March","2 Eastern","Greater Shepparton",6233,9202.309066482
2019,"March","2 Eastern","Indigo",371,2198.38824366
2019,"March","2 Eastern","Knox",8076,4945.256815343
2019,"March","2 Eastern","Latrobe",9929,13043.706730074
2019,"March","2 Eastern","Manningham",3406,2684.574338118
2019,"March","2 Eastern","Mansfield",321,3408.728894552
2019,"March","2 Eastern","Maroondah",6035,5115.924214809
2019,"March","2 Eastern","Mitchell",3036,6546.913074418
2019,"March","2 Eastern","Moira",1681,5584.903152929
2019,"March","2 Eastern","Monash",8016,4012.775202491
2019,"March","2 Eastern","Murrindindi",593,4023.88545837
2019,"March","2 Eastern","South Gippsland",996,3328.543261037
2019,"March","2 Eastern","Strathbogie",446,4089.117080774
2019,"March","2 Eastern","Towong",173,2816.672093781
2019,"March","2 Eastern","Wangaratta",1638,5564.047691837
2019,"March","2 Eastern","Wellington",2918,6531.471035903
2019,"March","2 Eastern","Whitehorse",6368,3621.021027851
2019,"March","2 Eastern","Wodonga",2420,5750.403953997
2019,"March","2 Eastern","Yarra Ranges",5767,3632.870326624
2019,"March","2 Eastern","Total",83444,4871.79741674
2019,"March","3 Southern Metro","Bayside",3582,3407.274941024
2019,"March","3 Southern Metro","Cardinia",4613,4118.676452206
2019,"March","3 Southern Metro","Casey",16309,4633.159662051
2019,"March","3 Southern Metro","Frankston",11159,7860.111291118
2019,"March","3 Southern Metro","Glen Eira",4903,3185.089907494
2019,"March","3 Southern Metro","Greater Dandenong",14170,8520.950594121
2019,"March","3 Southern Metro","Kingston",8637,5292.992927968
2019,"March","3 Southern Metro","Mornington Peninsula",8160,4840.029894302
2019,"March","3 Southern Metro","Port Phillip",9665,8646.293678768
2019,"March","3 Southern Metro","Stonnington",8156,7166.959578207
2019,"March","3 Southern Metro","Total",89354,5624.375272237
2019,"March","4 Western","Ararat",912,7704.004054739
2019,"March","4 Western","Ballarat",8120,7397.083071429
2019,"March","4 Western","Buloke",215,3486.863444697
2019,"March","4 Western","Campaspe",2919,7655.791019723
2019,"March","4 Western","Central Goldfields",917,6869.428421605
2019,"March","4 Western","Colac-Otway",1319,5985.388210736
2019,"March","4 Western","Corangamite",490,3030.115639107
2019,"March","4 Western","Gannawarra",581,5500.852111343
2019,"March","4 Western","Glenelg",957,4786.914765906
2019,"March","4 Western","Golden Plains",512,2150.35699286
2019,"March","4 Western","Greater Bendigo",8088,6841.829224965
2019,"March","4 Western","Greater Geelong",15775,6064.182306042
2019,"March","4 Western","Hepburn",620,3849.736106799
2019,"March","4 Western","Hindmarsh",250,4410.726887791
2019,"March","4 Western","Horsham",1436,7108.910891089
2019,"March","4 Western","Loddon",386,5059.640844147
2019,"March","4 Western","Macedon Ranges",1785,3558.470555401
2019,"March","4 Western","Mildura",5489,9669.861179621
2019,"March","4 Western","Moorabool",1633,4562.344592518
2019,"March","4 Western","Mount Alexander",755,3833.265637693
2019,"March","4 Western","Moyne",458,2694.593163499
2019,"March","4 Western","Northern Grampians",762,6508.92628342
2019,"March","4 Western","Pyrenees",419,5624.91609612
2019,"March","4 Western","Queenscliffe",118,3969.054826774
2019,"March","4 Western","Southern Grampians",1108,6765.172792771
2019,"March","4 Western","Surf Coast",899,2627.656154093
2019,"March","4 Western","Swan Hill",1868,8726.117625076
2019,"March","4 Western","Warrnambool",3006,8563.126709207
2019,"March","4 Western","West Wimmera",125,3141.492837396
2019,"March","4 Western","Yarriambiack",319,4779.026217228
2019,"March","4 Western","Total",62241,6107.609562809
2019,"March","Justice Institutions and Immigration Facilities","Justice Institutions and Immigration Facilities",1483,
2019,"March","Justice Institutions and Immigration Facilities","Total",1483,
2019,"March","Unincorporated Vic","Unincorporated Vic",95,
2019,"March","Unincorporated Vic","Total",95,
2018,"March","1 North West Metro","Banyule",7356,5673.955802383
2018,"March","1 North West Metro","Brimbank",13530,6536.958212748
2018,"March","1 North West Metro","Darebin",11429,7274.845165274
2018,"March","1 North West Metro","Hobsons Bay",4836,5082.501313715
2018,"March","1 North West Metro","Hume",15256,6764.630242189
2018,"March","1 North West Metro","Maribyrnong",6585,7409.616185257
2018,"March","1 North West Metro","Melbourne",26833,16425.383960872
2018,"March","1 North West Metro","Melton",7806,4971.372891179
2018,"March","1 North West Metro","Merri-bek",11021,6202.758907918
2018,"March","1 North West Metro","Moonee Valley",6692,5332.823320344
2018,"March","1 North West Metro","Nillumbik",1802,2791.980415853
2018,"March","1 North West Metro","Whittlesea",11336,5138.689307845
2018,"March","1 North West Metro","Wyndham",10859,4225.127426948
2018,"March","1 North West Metro","Yarra",10637,11137.753392528
2018,"March","1 North West Metro","Total",145978,6744.26200879
2018,"March","2 Eastern","Alpine",319,2487.911402277
2018,"March","2 Eastern","Bass Coast",1798,4982.955962642
2018,"March","2 Eastern","Baw Baw",2944,5613.285793277
2018,"March","2 Eastern","Benalla",979,6914.818477186
2018,"March","2 Eastern","Boroondara",5651,3150.190092872
2018,"March","2 Eastern","East Gippsland",3049,6503.700859623
2018,"March","2 Eastern","Greater Shepparton",5979,8947.116391824
2018,"March","2 Eastern","Indigo",338,2034.551255041
2018,"March","2 Eastern","Knox",8506,5235.782566678
2018,"March","2 Eastern","Latrobe",9354,12375.307596645
2018,"March","2 Eastern","Manningham",3653,2920.274040499
2018,"March","2 Eastern","Mansfield",453,4949.196984595
2018,"March","2 Eastern","Maroondah",5880,5020.277481323
2018,"March","2 Eastern","Mitchell",3041,6825.118951432
2018,"March","2 Eastern","Moira",1505,5031.761952524
2018,"March","2 Eastern","Monash",8280,4181.606989546
2018,"March","2 Eastern","Murrindindi",531,3646.72755992
2018,"March","2 Eastern","South Gippsland",1006,3398.18943386
2018,"March","2 Eastern","Strathbogie",439,4089.808086454
2018,"March","2 Eastern","Towong",171,2803.278688525
2018,"March","2 Eastern","Wangaratta",1798,6143.018210393
2018,"March","2 Eastern","Wellington",2655,6002.305970655
2018,"March","2 Eastern","Whitehorse",6491,3721.242210387
2018,"March","2 Eastern","Wodonga",2371,5707.61416432
2018,"March","2 Eastern","Yarra Ranges",5511,3491.974984001
2018,"March","2 Eastern","Total",82702,4878.028639883
2018,"March","3 Southern Metro","Bayside",3883,3711.421006853
2018,"March","3 Southern Metro","Cardinia",4270,3992.706531395
2018,"March","3 Southern Metro","Casey",14756,4364.557051883
2018,"March","3 Southern Metro","Frankston",10719,7573.605782479
2018,"March","3 Southern Metro","Glen Eira",5245,3441.849477324
2018,"March","3 Southern Metro","Greater Dandenong",13605,8250.704994087
2018,"March","3 Southern Metro","Kingston",7920,4898.413581965
2018,"March","3 Southern Metro","Mornington Peninsula",8517,5113.349823491
2018,"March","3 Southern Metro","Port Phillip",9777,8829.346265341
2018,"March","3 Southern Metro","Stonnington",8019,7075.172048703
2018,"March","3 Southern Metro","Total",86711,5555.576912234
2018,"March","4 Western","Ararat",885,7496.823379924
2018,"March","4 Western","Ballarat",8882,8254.033157386
2018,"March","4 Western","Buloke",168,2703.57257805
2018,"March","4 Western","Campaspe",2520,6640.666174765
2018,"March","4 Western","Central Goldfields",908,6811.702925731
2018,"March","4 Western","Colac-Otway",1241,5686.660862393
2018,"March","4 Western","Corangamite",617,3801.367753065
2018,"March","4 Western","Gannawarra",417,3933.591170644
2018,"March","4 Western","Glenelg",1195,6007.138189313
2018,"March","4 Western","Golden Plains",481,2074.080462248
2018,"March","4 Western","Greater Bendigo",7080,6093.677379374
2018,"March","4 Western","Greater Geelong",16863,6660.610249827
2018,"March","4 Western","Hepburn",639,4018.36247013
2018,"March","4 Western","Hindmarsh",253,4445.61588473
2018,"March","4 Western","Horsham",1637,8158.891547049
2018,"March","4 Western","Loddon",316,4156.800841884
2018,"March","4 Western","Macedon Ranges",1516,3074.925966492
2018,"March","4 Western","Mildura",4817,8578.195676176
2018,"March","4 Western","Moorabool",1823,5259.36183717
2018,"March","4 Western","Mount Alexander",743,3810.256410256
2018,"March","4 Western","Moyne",464,2746.049594603
2018,"March","4 Western","Northern Grampians",802,6893.587760014
2018,"March","4 Western","Pyrenees",308,4203.63040808
2018,"March","4 Western","Queenscliffe",108,3656.05958023
2018,"March","4 Western","Southern Grampians",1003,6156.773678718
2018,"March","4 Western","Surf Coast",951,2903.816793893
2018,"March","4 Western","Swan Hill",1750,8239.171374765
2018,"March","4 Western","Warrnambool",2704,7764.982913592
2018,"March","4 Western","West Wimmera",114,2875.882946519
2018,"March","4 Western","Yarriambiack",358,5344.879068379
2018,"March","4 Western","Total",61563,6147.324905638
2018,"March","Justice Institutions and Immigration Facilities","Justice Institutions and Immigration Facilities",1476,
2018,"March","Justice Institutions and Immigration Facilities","Total",1476,
2018,"March","Unincorporated Vic","Unincorporated Vic",118,
2018,"March","Unincorporated Vic","Total",118,
2017,"March","1 North West Metro","Banyule",7427,5772.578890098
2017,"March","1 North West Metro","Brimbank",14655,7110.073938947
2017,"March","1 North West Metro","Darebin",13206,8436.990896023
2017,"March","1 North West Metro","Hobsons Bay",5228,5529.758945665
2017,"March","1 North West Metro","Hume",17028,7874.256065924
2017,"March","1 North West Metro","Maribyrnong",7209,8180.889695869
2017,"March","1 North West Metro","Melbourne",28092,18012.772833363
2017,"March","1 North West Metro","Melton",8965,6028.471330298
2017,"March","1 North West Metro","Merri-bek",11794,6735.195020273
2017,"March","1 North West Metro","Moonee Valley",7768,6248.340988248
2017,"March","1 North West Metro","Nillumbik",2186,3393.672183066
2017,"March","1 North West Metro","Whittlesea",12856,5995.541585442
2017,"March","1 North West Metro","Wyndham",11969,4954.609993667
2017,"March","1 North West Metro","Yarra",11307,11964.699533348
2017,"March","1 North West Metro","Total",159690,7571.020094091
2017,"March","2 Eastern","Alpine",280,2206.983526444
2017,"March","2 Eastern","Bass Coast",1987,5718.31472315
2017,"March","2 Eastern","Baw Baw",2889,5677.731265845
2017,"March","2 Eastern","Benalla",1000,7117.944337675
2017,"March","2 Eastern","Boroondara",7023,3931.150293871
2017,"March","2 Eastern","East Gippsland",2944,6369.674809061
2017,"March","2 Eastern","Greater Shepparton",6303,9556.515806232
2017,"March","2 Eastern","Indigo",351,2141.549725442
2017,"March","2 Eastern","Knox",9315,5766.909147191
2017,"March","2 Eastern","Latrobe",10344,13775.836352014
2017,"March","2 Eastern","Manningham",4053,3265.230491597
2017,"March","2 Eastern","Mansfield",470,5282.679554906
2017,"March","2 Eastern","Maroondah",7080,6091.737435792
2017,"March","2 Eastern","Mitchell",3141,7297.014752004
2017,"March","2 Eastern","Moira",1377,4633.711343675
2017,"March","2 Eastern","Monash",9006,4602.741406274
2017,"March","2 Eastern","Murrindindi",522,3652.904128761
2017,"March","2 Eastern","South Gippsland",1147,3906.542692688
2017,"March","2 Eastern","Strathbogie",462,4386.631219142
2017,"March","2 Eastern","Towong",176,2902.374670185
2017,"March","2 Eastern","Wangaratta",1876,6479.914338019
2017,"March","2 Eastern","Wellington",3226,7353.209336251
2017,"March","2 Eastern","Whitehorse",6608,3833.480298882
2017,"March","2 Eastern","Wodonga",2532,6200.259568529
2017,"March","2 Eastern","Yarra Ranges",6426,4100.934293154
2017,"March","2 Eastern","Total",90538,5399.299995766
2017,"March","3 Southern Metro","Bayside",4116,3970.481840544
2017,"March","3 Southern Metro","Cardinia",5195,5080.2871169
2017,"March","3 Southern Metro","Casey",18120,5576.311140928
2017,"March","3 Southern Metro","Frankston",12351,8784.432543154
2017,"March","3 Southern Metro","Glen Eira",5845,3878.515215458
2017,"March","3 Southern Metro","Greater Dandenong",15433,9472.514792173
2017,"March","3 Southern Metro","Kingston",8394,5241.663544399
2017,"March","3 Southern Metro","Mornington Peninsula",8935,5441.932418934
2017,"March","3 Southern Metro","Port Phillip",10477,9566.027227158
2017,"March","3 Southern Metro","Stonnington",9129,8141.152549628
2017,"March","3 Southern Metro","Total",97995,6400.379862333
2017,"March","4 Western","Ararat",909,7706.002034588
2017,"March","4 Western","Ballarat",9202,8718.060463662
2017,"March","4 Western","Buloke",140,2250.442051117
2017,"March","4 Western","Campaspe",2742,7254.160162967
2017,"March","4 Western","Central Goldfields",949,7189.393939394
2017,"March","4 Western","Colac-Otway",1613,7469.321602223
2017,"March","4 Western","Corangamite",799,4908.163892131
2017,"March","4 Western","Gannawarra",528,4980.192416525
2017,"March","4 Western","Glenelg",1380,6968.993031007
2017,"March","4 Western","Golden Plains",591,2613.540883563
2017,"March","4 Western","Greater Bendigo",8031,7028.3988973
2017,"March","4 Western","Greater Geelong",18086,7340.574063251
2017,"March","4 Western","Hepburn",723,4602.750190985
2017,"March","4 Western","Hindmarsh",288,5027.932960894
2017,"March","4 Western","Horsham",1756,8790.108624919
2017,"March","4 Western","Loddon",394,5205.443255384
2017,"March","4 Western","Macedon Ranges",1631,3368.79066405
2017,"March","4 Western","Mildura",5212,9402.341565493
2017,"March","4 Western","Moorabool",1977,5868.384339102
2017,"March","4 Western","Mount Alexander",919,4762.398300254
2017,"March","4 Western","Moyne",490,2920.317062995
2017,"March","4 Western","Northern Grampians",934,8057.976015874
2017,"March","4 Western","Pyrenees",359,4901.023890785
2017,"March","4 Western","Queenscliffe",135,4618.542593226
2017,"March","4 Western","Southern Grampians",1024,6318.257543037
2017,"March","4 Western","Surf Coast",1068,3384.566629694
2017,"March","4 Western","Swan Hill",1753,8320.280981537
2017,"March","4 Western","Warrnambool",2584,7485.515643105
2017,"March","4 Western","West Wimmera",123,3112.348178138
2017,"March","4 Western","Yarriambiack",330,4919.499105546
2017,"March","4 Western","Total",66670,6771.607797252
2017,"March","Justice Institutions and Immigration Facilities","Justice Institutions and Immigration Facilities",1130,
2017,"March","Justice Institutions and Immigration Facilities","Total",1130,
2017,"March","Unincorporated Vic","Unincorporated Vic",128,
2017,"March","Unincorporated Vic","Total",128,
