title,url,format,wayback_url,retrieved,source_page_url,license
"COVID-19 Hospitalization and Emergency Department Statistics, 2022–2023: Update",https://www.cihi.ca/sites/default/files/document/covid-19-hospitalization-emergency-department-statistics-apr-2022-mar-2023-en.xlsx,xlsx,https://web.archive.org/web/20240829051738/https://www.cihi.ca/sites/default/files/document/covid-19-hospitalization-emergency-department-statistics-apr-2022-mar-2023-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
COVID-19 hospitalization and emergency department statistics - Annual Data Tables,https://www.cihi.ca/sites/default/files/document/covid-19-hospitalization-emergency-department-statistics-2019-2022-en.zip,zip,https://web.archive.org/web/20251119042223/https://www.cihi.ca/sites/default/files/document/covid-19-hospitalization-emergency-department-statistics-2019-2022-en.zip,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Using Patient-Reported Data to Better Assess Quality of Care for Hip and Knee Replacements — Supplementary Data Tables,https://www.cihi.ca/sites/default/files/document/using-patient-reported-data-to-assess-quality-of-care-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250929190732/https://www.cihi.ca/sites/default/files/document/using-patient-reported-data-to-assess-quality-of-care-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hospital Beds Staffed and In Operation, 2022–2023",https://www.cihi.ca/sites/default/files/document/beds-staffed-and-in-operation-2022-2023-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250607110234/https://www.cihi.ca/sites/default/files/document/beds-staffed-and-in-operation-2022-2023-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Demographic and Hospital Use Statistics for Patients Experiencing Homelessness, 2022–2023",https://www.cihi.ca/sites/default/files/document/demographic-hospital-use-stats-patients-experiencing-homelessness-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240515222950/https://www.cihi.ca/sites/default/files/document/demographic-hospital-use-stats-patients-experiencing-homelessness-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Wait Times for Priority Procedures in Canada, 2024 — Data Tables",https://www.cihi.ca/sites/default/files/document/wait-times-priority-procedures-in-canada-2024-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20241219154518/https://www.cihi.ca/sites/default/files/document/wait-times-priority-procedures-in-canada-2024-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Induced Abortions Reported in Canada in 2022,https://www.cihi.ca/sites/default/files/document/induced-abortions-reported-in-canada-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20260718154633/https://www.cihi.ca/sites/default/files/document/induced-abortions-reported-in-canada-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
How Canada Compares: Results From The Commonwealth Fund’s 2023 International Health Policy Survey of the General Population Age 18+ in 10 Countries — Data Tables,https://www.cihi.ca/sites/default/files/document/cmwf-2023-quick-stats-en.xlsx,xlsx,https://web.archive.org/web/20240525173335/https://www.cihi.ca/sites/default/files/document/cmwf-2023-quick-stats-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
How Canada Compares: Results From The Commonwealth Fund’s 2023 International Health Policy Survey of the General Population Age 18+ in 10 Countries — Data Tables,https://www.cihi.ca/sites/default/files/document/cmwf-2023-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250723153707/https://www.cihi.ca/sites/default/files/document/cmwf-2023-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Inpatient Hospitalization, Surgery and Newborn Statistics, 2022-2023",https://www.cihi.ca/sites/default/files/document/inpatient-hospitalization-surgery-newborn-2022-2023-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250817155003/https://www.cihi.ca/sites/default/files/document/inpatient-hospitalization-surgery-newborn-2022-2023-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hospitalization and Childbirth, 1995–1996 to 2022-2023 — Supplementary Statistics",https://www.cihi.ca/sites/default/files/document/hospitalization-childbirth-1995-2022-supplementary-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250817155018/https://www.cihi.ca/sites/default/files/document/hospitalization-childbirth-1995-2022-supplementary-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"COVID-19 Hospitalization and Emergency Department Statistics, 2023–2024 (Q1 to Q2) — Provisional Data",https://www.cihi.ca/sites/default/files/document/covid-19-hospitalization-emergency-department-statistics-apr-sept-2023-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250823021409/https://www.cihi.ca/sites/default/files/document/covid-19-hospitalization-emergency-department-statistics-apr-sept-2023-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Profile of Clients in Home Care, 2022–2023",https://www.cihi.ca/sites/default/files/document/hcrs-quickstats-2022-2023-en.xlsx,xlsx,https://web.archive.org/web/20240602103156/https://www.cihi.ca/sites/default/files/document/hcrs-quickstats-2022-2023-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2023: A Focus on Public Drug Programs — Top 100 Drug Classes, 2022 Data Tables",https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-top-100-drug-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250814161433/https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-top-100-drug-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2023: A Focus on Public Drug Programs — International Comparisons, Data Tables",https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-international-comparisons-1985-2021-data-table-en.xlsx,xlsx,https://web.archive.org/web/20250814161505/https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-international-comparisons-1985-2021-data-table-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Occupational Therapists in Canada, 2022 — Data Tables",https://www.cihi.ca/sites/default/files/document/occupational-therapists-in-canada-2013-2022-data-tables-en_0.xlsx,xlsx,https://web.archive.org/web/20240529212614/https://www.cihi.ca/sites/default/files/document/occupational-therapists-in-canada-2013-2022-data-tables-en_0.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"​Physiotherapists in Canada, 2022 — Data Tables",https://www.cihi.ca/sites/default/files/document/physiotherapists-in-canada-2013-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20260630140536/https://www.cihi.ca/sites/default/files/document/physiotherapists-in-canada-2013-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Pharmacists in Canada, 2022 — Data Tables",https://www.cihi.ca/sites/default/files/document/pharmacists-in-canada-2013-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240325185834/https://www.cihi.ca/sites/default/files/document/pharmacists-in-canada-2013-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"NACRS Emergency Department Visits and Lengths of Stay by Province/Territory, 2022–2023 (Q1 to Q4)",https://www.cihi.ca/sites/default/files/document/emergency-department-visits-apr-2022-mar-2023-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240702232533/https://www.cihi.ca/sites/default/files/document/emergency-department-visits-apr-2022-mar-2023-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Wait Times for Priority Procedures in Canada, 2023 — Data Tables",https://www.cihi.ca/sites/default/files/document/wait-times-priority-procedures-in-canada-2023-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240409222056/https://www.cihi.ca/sites/default/files/document/wait-times-priority-procedures-in-canada-2023-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Injury and Trauma Emergency Department and Hospitalization Statistics, 2021–2022",https://www.cihi.ca/sites/default/files/document/injury-trauma-emergency-dept-hospitalizations-2021-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20260515190748/https://www.cihi.ca/sites/default/files/document/injury-trauma-emergency-dept-hospitalizations-2021-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Nursing in Canada, 2022 — Data Tables",https://www.cihi.ca/sites/default/files/document/nursing-in-canada-2013-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240527020217/https://www.cihi.ca/sites/default/files/document/nursing-in-canada-2013-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Induced Abortions Reported in Canada in 2021,https://www.cihi.ca/sites/default/files/document/induced-abortions-reported-in-canada-2021-update-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20260419003413/https://www.cihi.ca/sites/default/files/document/induced-abortions-reported-in-canada-2021-update-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"COVID-19 hospitalization and emergency department statistics, 2021–2022",https://www.cihi.ca/sites/default/files/document/covid-19-hospitalization-emergency-department-statistics-apr-2021-mar-2022-en.xlsx,xlsx,https://web.archive.org/web/20230803075455/https://www.cihi.ca/sites/default/files/document/covid-19-hospitalization-emergency-department-statistics-apr-2021-mar-2022-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Summary Statistics on Organ Transplants, Wait-Lists, and Donors, 2022",https://www.cihi.ca/sites/default/files/document/corr-transplant-wait-list-donor-stats-2022-data-tables-en.xlsx,xlsx,,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
How Canada Compares: Results From the Commonwealth Fund’s 2022 International Health Policy Survey of Primary Care Physicians in 10 Countries — Quick Stats,https://www.cihi.ca/sites/default/files/document/cmwf-2022-quick-stats-en.xlsx,xlsx,https://web.archive.org/web/20231129155636/https://www.cihi.ca/sites/default/files/document/cmwf-2022-quick-stats-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
How Canada Compares: Results From the Commonwealth Fund’s 2022 International Health Policy Survey of Primary Care Physicians in 10 Countries — Data Tables,https://www.cihi.ca/sites/default/files/document/cmwf-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250811122430/https://www.cihi.ca/sites/default/files/document/cmwf-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"CCRS Quarterly Data Quality Report, 2022–2023 — Data Tables",https://www.cihi.ca/sites/default/files/document/ccrs-quarterly-data-quality-2022-2023-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250113220512/https://www.cihi.ca/sites/default/files/document/ccrs-quarterly-data-quality-2022-2023-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hospital Beds Staffed and In Operation, 2021–2022",https://www.cihi.ca/sites/default/files/document/beds-staffed-and-in-operation-2021-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20230809034235/https://www.cihi.ca/sites/default/files/document/beds-staffed-and-in-operation-2021-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Surgeries Impacted by COVID-19, March 2020 to September 2022 — Data Tables",https://www.cihi.ca/sites/default/files/document/surgeries-impacted-by-covid-19-march-2020-to-sept-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250817160246/https://www.cihi.ca/sites/default/files/document/surgeries-impacted-by-covid-19-march-2020-to-sept-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hospitalization and Childbirth, 1995–1996 to 2021-2022 — Supplementary Statistics",https://www.cihi.ca/sites/default/files/document/hospital-childbirth-1995-2021-supplementary-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250112175852/https://www.cihi.ca/sites/default/files/document/hospital-childbirth-1995-2021-supplementary-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Inpatient Hospitalization, Surgery and Newborn Statistics, 2021-2022",https://www.cihi.ca/sites/default/files/document/dad-hmdb-childbirth-2021-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240218004303/https://www.cihi.ca/sites/default/files/document/dad-hmdb-childbirth-2021-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Shift to Virtual Care: Physician Mental Health Services,https://www.cihi.ca/sites/default/files/document/shift-to-virtual-care-physician-mental-health-services-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240203044712/https://www.cihi.ca/sites/default/files/document/shift-to-virtual-care-physician-mental-health-services-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Profile of Clients in Home Care, 2021-2022",https://www.cihi.ca/sites/default/files/document/hcrs-quickstats-2021-2022-en.xlsx,xlsx,https://web.archive.org/web/20230510075151/https://www.cihi.ca/sites/default/files/document/hcrs-quickstats-2021-2022-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"NACRS Emergency Department Visits: Volumes and Median Lengths of Stay, 2003–2004 to 2021–2022 — Supplementary Statistics",https://www.cihi.ca/sites/default/files/document/emergency-department-visits-2003-2021-supplementary-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250901092948/https://www.cihi.ca/sites/default/files/document/emergency-department-visits-2003-2021-supplementary-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"NACRS Emergency Department Visits and Lengths of Stay by Province/Territory, 2021–2022",https://www.cihi.ca/sites/default/files/document/nacrs-emergency-department-visits-length-of-stay-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240717082008/https://www.cihi.ca/sites/default/files/document/nacrs-emergency-department-visits-length-of-stay-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Physiotherapists in Canada, 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/physiotherapists-in-canada-2012-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20221118230725/https://www.cihi.ca/sites/default/files/document/physiotherapists-in-canada-2012-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Pharmacists in Canada, 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/pharmacists-in-canada-2012-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20221118230841/https://www.cihi.ca/sites/default/files/document/pharmacists-in-canada-2012-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Occupational Therapists in Canada, 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/occupational-therapists-in-canada-2012-2021-data-tables-en.xlsx,xlsx,,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Nursing in Canada, 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/nursing-in-canada-2012-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20251223092213/https://www.cihi.ca/sites/default/files/document/nursing-in-canada-2012-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Overuse of Tests and Treatments in Canada — Data Tables,https://www.cihi.ca/sites/default/files/document/overuse-of-tests-treatments-in-canada-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250901093013/https://www.cihi.ca/sites/default/files/document/overuse-of-tests-treatments-in-canada-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2022: A Focus on Public Drug Programs — International Comparisons, Data Tables",https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-international-comparisons-1985-2020-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20260718165634/https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-international-comparisons-1985-2020-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Prescribed Drug Spending in Canada, 2022: A Focus on Public Drug Programs — Top 100 Drug Classes, 2021 Data Tables",https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-top-100-drug-classes-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20251119042401/https://www.cihi.ca/sites/default/files/document/prescribed-drug-spending-canada-top-100-drug-classes-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Drug Use Among Seniors in Canada, 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/drug-use-among-seniors-in-Canada-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250901092836/https://www.cihi.ca/sites/default/files/document/drug-use-among-seniors-in-Canada-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Canadian Data Set of COVID-19 Interventions — Data Tables,https://www.cihi.ca/sites/default/files/document/covid-19-intervention-scan-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250823021706/https://www.cihi.ca/sites/default/files/document/covid-19-intervention-scan-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Profile of Residents in Residential and Hospital-Based Continuing Care, 2021–2022",https://www.cihi.ca/sites/default/files/document/residential-hospital-based-continuing-care-ltc-quick-stats-2021-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240218020856/https://www.cihi.ca/sites/default/files/document/residential-hospital-based-continuing-care-ltc-quick-stats-2021-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"NACRS Emergency Department Visits and Lengths of Stay by Province/Territory, 2021–2022 (Q1 to Q4)",https://www.cihi.ca/sites/default/files/document/emergency-department-visits-apr-2021-mar-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20220826135637/https://www.cihi.ca/sites/default/files/document/emergency-department-visits-apr-2021-mar-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Injury and Trauma Emergency Department and Hospitalization Statistics, 2020–2021",https://www.cihi.ca/sites/default/files/document/injury-trauma-emergency-dept-hospitalizations-2020-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20251015202028/https://www.cihi.ca/sites/default/files/document/injury-trauma-emergency-dept-hospitalizations-2020-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Summary Statistics on Organ Transplants, Wait-Lists and Donors, 2021",https://www.cihi.ca/sites/default/files/document/corr-transplant-wait-list-donor-stats-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250817153827/https://www.cihi.ca/sites/default/files/document/corr-transplant-wait-list-donor-stats-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Canadian Emergency Department Diagnosis Shortlist (CED-DxS) and Emergency Department Intervention Value Set (EDVS) Public Submission Form,https://www.cihi.ca/sites/default/files/document/ced-dxs-and-edvs-public-submission-form-en.xlsx,xlsx,https://web.archive.org/web/20250820101329/https://www.cihi.ca/sites/default/files/document/ced-dxs-and-edvs-public-submission-form-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
CPES-IC Mode and Service Line Adjustments — Data Tables,https://www.cihi.ca/sites/default/files/document/cpes-ic-mode-service-line-adjustments-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250929182834/https://www.cihi.ca/sites/default/files/document/cpes-ic-mode-service-line-adjustments-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Hospital Beds Staffed and In Operation, 2020–2021",https://www.cihi.ca/sites/default/files/document/beds-staffed-and-in-operation-2020-2021-en.xlsx,xlsx,https://web.archive.org/web/20251011202804/https://www.cihi.ca/sites/default/files/document/beds-staffed-and-in-operation-2020-2021-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
COVID-19 Cases and Deaths in Health Care Workers in Canada — Data Tables,https://www.cihi.ca/sites/default/files/document/covid-19-health-care-worker-cases-deaths-march-2022-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250817152109/https://www.cihi.ca/sites/default/files/document/covid-19-health-care-worker-cases-deaths-march-2022-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
How Canada Compares: Results From the Commonwealth Fund’s 2021 International Health Policy Survey of Older Adults in 11 Countries — Data Tables,https://www.cihi.ca/sites/default/files/document/cmwf-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20250817163416/https://www.cihi.ca/sites/default/files/document/cmwf-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Shift to Virtual Care: Impact on Physician Practice Patterns, April 2019 to March 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/shift-to-virtual-care-impact-physician-practice-patterns-2019-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20240218004737/https://www.cihi.ca/sites/default/files/document/shift-to-virtual-care-impact-physician-practice-patterns-2019-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Shift to Virtual Care: Patients Who Received Physician Services, April 2019 to March 2021 — Data Tables",https://www.cihi.ca/sites/default/files/document/shift-to-virtual-care-April-2019-March-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20251115140042/https://www.cihi.ca/sites/default/files/document/shift-to-virtual-care-April-2019-March-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
How Canada Compares: Results From the Commonwealth Fund’s 2021 International Health Policy Survey of Older Adults in 11 Countries — Quick Stats,https://www.cihi.ca/sites/default/files/document/cmwf-2021-quick-stats-en.xlsx,xlsx,https://web.archive.org/web/20250114174128/https://www.cihi.ca/sites/default/files/document/cmwf-2021-quick-stats-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
Induced Abortions Reported in Canada in 2020,https://www.cihi.ca/sites/default/files/document/induced-abortions-reported-in-canada-2020-en.xlsx,xlsx,https://web.archive.org/web/20260224033537/https://www.cihi.ca/sites/default/files/document/induced-abortions-reported-in-canada-2020-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Inpatient Hospitalization, Surgery and Newborn Statistics, 2020-2021",https://www.cihi.ca/sites/default/files/document/dad-hmdb-childbirth-2020-2021-data-tables-en.xlsx,xlsx,https://web.archive.org/web/20220331221801/https://www.cihi.ca/sites/default/files/document/dad-hmdb-childbirth-2020-2021-data-tables-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"COVID-19 Hospitalization and Emergency Department Statistics, 2019–2020 and 2020–2021",https://www.cihi.ca/sites/default/files/document/COVID-19-hospitalization-emergency-department-statistics-jan-2020-mar-2021-en.xlsx,xlsx,https://web.archive.org/web/20251126031737/https://www.cihi.ca/sites/default/files/document/COVID-19-hospitalization-emergency-department-statistics-jan-2020-mar-2021-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
"Profile of Clients in Home Care, 2020–2021",https://www.cihi.ca/sites/default/files/document/hcrs-quickstats-2020-2021-en.xlsx,xlsx,https://web.archive.org/web/20220331221928/https://www.cihi.ca/sites/default/files/document/hcrs-quickstats-2020-2021-en.xlsx,2026-07-18,https://www.cihi.ca/en/access-data-and-reports/data-tables,CIHI open data; see https://www.cihi.ca/en/terms-and-conditions-of-use
