"hub_id","title","type","source","license"
"498363118607495091997b7f5c7779e5","Ottawa Public Library Service Areas","Feature Service","City of Ottawa","custom"
"a08ead1e0c7e47f3b38f64740d85c90a","Library Loans Physical Material Circulation 2020","Feature Service","City of Ottawa","custom"
"a393248aef0340eb9b8b94a07fc18810","Ottawa Public Library Bookmobile Stops 2023","Feature Service","City of Ottawa","custom"
"1d1e5398d33a42febdf689625bc71a9f","Drinking Water Summary Britannia Lemieux Central","Feature Service","City of Ottawa","custom"
"a575e28b102a4366b6d4d031d76c934e","Electric Vehicle Charging Stations Usage Data","Feature Service","City of Ottawa","custom"
"454ec24c86a843aca7bd07a7c30bc51c","Transportation Intersection Volumes 2015","Feature Service","City of Ottawa","custom"
"8c3e0e3abaa74fc8a5330c762bca2f0d","Transportation Intersection Volumes 2016","Feature Service","City of Ottawa","custom"
"8290959243a84ec3bc8dacbc17bd8bec","COVID19 Traffic Volumes Mcdonald Cartier Bridge","Feature Service","City of Ottawa","custom"
"7ca6b8a8e36d4bada0bd166755c147cb","2019 Pedestrian Crossover Locations","Feature Service","City of Ottawa","custom"
"51ecefe42ded44bb89ba5aab258caced","Grit Box Locations","Feature Service","City of Ottawa","custom"
"510ecc3378d74cae95c7ca0ae14d880f","2017 Tabular Transportation Collision Data","Feature Service","City of Ottawa","custom"
"bf701649829642d28fa2e400a7136bdd","2020 Tabular Transportation Collision Data","Feature Service","City of Ottawa","custom"
"cdf702dbb5814372b52a6a0490b8a1c6","2016 Tabular Transportation Collision Data","Feature Service","City of Ottawa","custom"
"bb67a6a4c57147debe65c9cbc081ade5","Transportation Intersection Volumes 2021","Feature Service","City of Ottawa","custom"
"1c8a1c41ddb743c2bef193162a2af549","Traffic Collisions by Location 2013","Feature Service","City of Ottawa","custom"
"dbed29914d0845c081ba2a2c0d0270f5","Traffic Collisions by Location  2013 to 2017","Feature Service","City of Ottawa","custom"
"67ffc3a0e2b346fe8814202b60a28a5b","Ward Boundary Geographies based on 2011 Traffic Zones","Feature Service","City of Ottawa","custom"
"d789c51d1abe42fea09bd28d77c56347","Wards 2014 (Historical)","Feature Service","City of Ottawa","custom"
"709a99cfc94e44df873666c68b198030","Elections 2014 Voting Subdivision Maps","Feature Service","City of Ottawa","custom"
"e52a5fe5f5de4222a81148f2520ef609","Wards 2003  (Historical)","Feature Service","City of Ottawa","custom"
"f0802c1b25cd43f7a4e9b02fb16eaa78","2022 Elections Voting Subdivision Map","Feature Service","City of Ottawa","custom"
"5b1dc0e2c68946f6b290a42199c12688","Ottawa Public Library Most Requested Titles 2023","Feature Service","City of Ottawa","custom"
