"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"dj8h-659g","2021 Edmonton Election Results: EPSB Ward G","chart","Edmonton Public School Board Trustee, Ward G.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",409,"Elected Officials"
"tarx-cg5m","Spot Elevation LL - WGS84","dataset","","2021-06-29T22:41:12.000Z",409,NA
"km97-38g4","Speed Check Sign - DFS218","dataset","Speed Check Sign DFS218

Latitude: 53.32743	
Longitude: -113.61226

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect ","2026-05-22T23:13:55.000Z",407,"Vehicle Speed"
"s9en-7mie","Average Monthly Residential Water Consumption by City Block Area 2017 - Winter","map","This dataset provides the average (annual, winter, summer) residential metered water consumption (2017) within 400 m x 400m hexagons (approximately two city blocks) provided in m3/month for the City o","2019-07-17T17:14:17.000Z",406,"Externally Sourced Datasets"
"yvwk-zm2h","Speed Check Sign - DFS257","dataset","Speed Check Sign DFS257

Latitude: 53.489873
Longitude: -113.641371

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:21:29.000Z",405,"Vehicle Speed"
"gtt9-t8fu","Average Monthly Residential Water Consumption by Neighbourhood 2017 - Summer","map","This dataset provides the average (annual, winter, summer) residential metered water consumption (2017) within residential neighbourhoods provided in m3/month for the City of Edmonton. Average monthly","2019-07-17T17:15:45.000Z",404,"Externally Sourced Datasets"
"gyy9-z3uf","2021 Edmonton Election Results: EPSB Ward B","chart","Edmonton Public School Board Trustee, Ward B.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",404,"Elected Officials"
"5eyh-wu7c","Mosquito Application by Motor Vehicle (2018)","map","This dataset represents the GPS coordinates of where a ground vehicle drove while it actively applying treatment for mosquitoes in 2018.﻿","2023-04-24T23:47:10.000Z",402,"Pesticide"
"neti-4pt8","Residential Inspection Safety Compliance Team (RISC) Statistics","dataset","This information represents the work done by the RISC Team in Edmonton neighborhoods. It tracks the number of sites and number of inspections since 2018 and is updated daily.","2026-05-24T10:36:59.000Z",400,"Community Development"
"mphw-f5sq","""I want to do more personally to help prevent climate change"": Edmontonians' views on this statement.","chart","The goal of this Climate Perception Baseline Survey was to research and better understand the current perceptions and behaviours of Edmontonians around climate change. This survey provided a baseline ","2022-05-04T17:00:15.000Z",400,"Surveys"
"w4bx-p3t9","2020 Climate Perception Survey","dataset","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017 and 2018.

The survey w","2025-12-24T17:43:28.000Z",400,"Surveys"
"rt4v-k6aq","Front Yard in Bloom Nominations (2014 - 2018) - Map View","map","A list of nominations of individuals or groups that applied for the Front Yards in Bloom program.
Front Yards in Bloom is a partnership of the Edmonton Horticultural Society, the Canadian Union of Po","2025-05-02T16:12:21.000Z",398,"Environmental Services"
"ckn3-e593","July 2022 Mixed Topic  - City Response to Encampment - Edmonton Insight Community","dataset","This was one single topic among many, from the July 2022 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/6SQewetAEBa3HblogGDECe","2022-11-03T19:14:17.000Z",397,"Surveys"
"c5dw-taj7","Drainage - Storm Water Management (Border)","map","","2021-06-25T13:56:18.000Z",396,NA
"6tfw-wbkx","Mosquito Application by Helicopter (2020)","map","This dataset represents the GPS coordinates of where a helicopter flew while it actively applying treatment for mosquitoes in 2020.","2022-05-11T21:09:08.000Z",394,"Pesticide"
"3xct-ktkk","New COVID-19 cases in Alberta","chart","COVID-19 case data for Alberta. Zone boundaries are outlined at https://www.albertahealthservices.ca/ahs-map-ahs-zones.pdf.

This is a mirror of the full COVID-19 dataset published by the province at ","2022-07-13T22:17:13.000Z",391,"Community Services"
"7z34-mv3d","Problem Properties Team (PPT) Statistics","dataset","This information represents the work done by PPT in Edmonton neighbourhoods. It tracks the number of problem properties, number of investigations, and number of inspections since 2019 and is updated d","2026-05-24T10:37:21.000Z",391,"Community Services"
"7tvg-s5kd","Tennis Courts - Map View","map","List of all public tennis court(s) locations in Edmonton","2024-06-28T10:13:24.000Z",390,"Outdoor Recreation"
"2f69-66i5","Winter Average Monthly Residential Water Consumption by City Block Area (Multi-Year)","map","This dataset provides the average (annual, winter, summer) residential metered water consumption (by year) within 400 m x 400m hexagons (approximately two city blocks) provided in m3/month for the Cit","2020-10-29T15:13:39.000Z",390,"Externally Sourced Datasets"
"t3j6-shpq","2022 Climate Perception Survey","dataset","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is similar to surveys conducted in previous years since 2017.

The survey wa","2025-12-24T17:44:34.000Z",389,"Surveys"
"q689-na85","2021 Edmonton Election Results: Dene","chart","Councillor, Dene.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",388,"Elected Officials"
"maee-a3bw","Major Attractions - Map View (Polygon)","map","Spatial view of all major attraction facilities owned by the City of Edmonton","2021-06-25T14:27:29.000Z",387,NA
"6xb2-94ke","Twitter Activity Around Open Data Day 2017","chart","Our Tweets earned 19.7K impressions over this 4 day period before/after International Open Data Day.<br /><br />Our current follower audience size is 945<br />That's 37 more than the same time 30 days","2022-05-04T17:00:29.000Z",384,"Data Sharing"
"99fb-d9vq","Green Technology Directory - Map View","map","List of  locations that are involved in the use of green technology in the Edmonton Area","2022-02-25T21:39:29.000Z",383,"Environmental Services"
"bxb8-w3mb","Spot Elevation LL - WGS84","map","","2021-06-29T22:48:06.000Z",381,NA
"gv8b-i2pa","Community Drop-in Program - Summer 2019","map","Free summer recreation programs (Green Shack, playground program, spray parks, skate parks, youth programs, Flying Eagle program) including location, program dates and times.","2023-04-24T23:50:21.000Z",381,"Community Services"
"bg6k-3vn4","2021 Edmonton Election Results: ECSB Ward 71","chart","Edmonton Catholic School Board Trustee, Ward 71.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",378,"Elected Officials"
"s39j-8te6","Summer Average Monthly Residential Water Consumption by Neighbourhood (Multi-Year)","map","This dataset provides the average (annual, winter, summer) residential metered water consumption within residential neighbourhoods provided in m3/month for the City of Edmonton.

Average monthly resid","2020-10-28T15:29:08.000Z",378,"Externally Sourced Datasets"
"n7qw-rn76","2016 Federal Census: Private Dwellings - Age of Primary Maintainer","dataset","Statistics Canada data from the 2016 Census of Population, aligned to Edmonton's neighbourhood boundaries. For the neighbourhood boundaries as they were at the time of the census, please see https://d","2021-12-01T16:21:21.000Z",378,"Census"
"jtke-vk43","EPARK_REGIONS","dataset","EPark is the City of Edmonton’s owned and operated paid parking program - managing paid parking at all curbside locations across the city and at four parkades - City Hall Parkade, Library Parkade, Cen","2023-04-14T02:57:49.000Z",377,NA
"8bqn-8unq","Recreation Centres - Map View (Polygon)","map","Spatial view of all recreational centres owned by the City of Edmonton","2021-06-25T14:33:32.000Z",377,NA
"5juf-sxqe","2021 Edmonton Election Results: EPSB Ward I","chart","Edmonton Public School Board Trustee, Ward I.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",376,"Elected Officials"
"e7b3-pw7u","Evolving Infill - Edmonton Insight Community (Q 01.03)","chart","Respondents were given information on Evolving infill and a definition of residential infill. A map of mature neighbourhoods was presented. Respondents were asked to select all that apply to the follo","2022-04-05T21:07:54.000Z",375,"Surveys"
"ri5z-gsx4","Medically Supervised Injection Services - Edmonton Insight Community (Q 03.01)","chart","Respondents were asked to select one response only to the following: How important do you think medically supervised injection services are in helping to keep people and communities healthy and safe?","2019-07-17T17:14:32.000Z",375,"Surveys"
"5cav-mgjs","""Most Edmontonians want to do more personally to help prevent climate change"": Edmontonians' views on this statement.","chart","The goal of this Climate Perception Baseline Survey was to research and better understand the current perceptions and behaviours of Edmontonians around climate change. This survey provided a baseline ","2022-05-04T17:00:45.000Z",374,"Surveys"
"83c8-y9mz","Infill Compliance Team Data Dashboard_DC NEW","dataset","Infill enforcement data for the Development Compliance Team","2026-05-18T08:31:23.000Z",373,NA
"aeaj-fx5e","Winter Average Monthly Residential Water Consumption by Neighbourhood (Multi-Year)","map","This dataset provides the average (annual, winter, summer) residential metered water consumption within residential neighbourhoods provided in m3/month for the City of Edmonton.

Average monthly resid","2020-10-28T15:29:46.000Z",372,"Externally Sourced Datasets"
"x8z2-qnac","Medically Supervised Injection Services - Edmonton Insight Community (Q 01.01)","chart","An explanation surrounding injection drug use and access to medically supervised injection services was given to Respondents. A planned delivery model was provided as a small-scale health service with","2019-07-17T17:18:31.000Z",367,"Surveys"
"h2gv-6v9q","Mosquitoes Trap Locations - Map View","map","Location of NJLT mosquito trap locations in Edmonton for the 2011 collection season and onward. Note: Geographic coordinates are only an approximation. a map view can be found at: https://data.edmonto","2026-05-18T08:05:40.000Z",367,"Environmental Services"
"yceq-wcuh","Reuse Centre - Edmonton Insight Community","dataset","This was one single topic among a couple from the February 2019 Mixed Topic survey. To view the survey questions, click on the following link:

https://www.edmontoninsightcommunity.ca/c/a/5Zm2RDGSw7B7","2019-07-16T19:03:53.000Z",367,"Surveys"
"tk8f-fzew","2016 Federal Census: Edmonton Boundaries","dataset","A historical snapshot of federal census boundaries as they were on the official census day for the 27th Census of Canada (the 2016 Federal Census).","2023-09-01T21:44:09.000Z",365,"Census"
"8aai-4yk5","July 2022 Mixed Topic  - Clean Energy - Edmonton Insight Community","dataset","This was one single topic among many, from the July 2022 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/6SQewetAEBa3HblogGDECe","2022-11-03T19:36:19.000Z",365,"Surveys"
"jce4-4arb","CO2 Mosquitos Trap Locations","dataset","Location of CO2 mosquito trap locations in Edmonton. Note: Geographic coordinates are only an approximation.","2026-05-11T08:04:20.000Z",364,"Environmental Services"
"esyv-dzdt","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""I think that Edmontonians should be doing more to help prevent climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:12:45.000Z",362,"Surveys"
"esxr-3x66","Mosquito Program Boundaries","map","","2019-11-08T21:20:48.000Z",360,"Geospatial Boundaries"
"e3dp-gy8a","2016 Coyote Reportings - Map View","map","A complete listing of Coyote sightings and/or reporting of aggressive behaviour, for the first 6 months of 2016.","2021-06-15T19:21:16.000Z",360,"Community Services"
"g2mm-3kf6","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""I am concerned about climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:13:22.000Z",359,"Surveys"
"y53w-rb7v","Sports Fields - Map View (Polygon)","map","Spatial view of sports fields in Edmonton - polygon format","2021-06-25T14:10:50.000Z",359,NA
"v45s-3cff","2017 Elections Subdivision Boundaries","dataset","The 2017 Edmonton Election Voting Subdivision boundaries and the polling station locations within each of the Edmonton Voting Subdivisions.","2022-05-03T16:37:33.000Z",359,NA
"ymzd-y544","Average Monthly Residential Water Consumption by Neighbourhood 2017 - Winter","map","This dataset provides the average (annual, winter, summer) residential metered water consumption (2017) within residential neighbourhoods provided in m3/month for the City of Edmonton. Average monthly","2019-07-17T17:19:01.000Z",358,"Externally Sourced Datasets"
"6nas-wgmn","Edmonton Catholic School District Ward Boundaries","dataset","","2022-05-10T21:46:14.000Z",358,NA
"ma6r-64y5","October 2021 Mixed Topic - Golf - Edmonton Insight Community","dataset","This was one single topic among many, from the October 2021 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/5e52IRnoo3D7jBzeVK2","2022-01-26T17:28:46.000Z",357,"Surveys"
"s8u8-knyy","Medically Supervised Injection Services - Edmonton Insight Community (Q 02.06)","chart","Respondents were asked to select all that apply to the following question: Which services do you think people with problematic substance use should have access  to as part of medically supervised inje","2019-07-17T17:14:23.000Z",356,"Surveys"
"6q3w-nam2","Evolving Infill - Edmonton Insight Community (Q10.01)","chart","Respondents were asked to select one response
only to the following: Would you like to use a map to show us where in the future you might live within the city?","2022-05-03T16:38:35.000Z",354,"Surveys"
"7vjj-t9t5","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""I want to do more personally to help prevent climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:04:57.000Z",354,"Surveys"
"9zcs-g9vh","Roadway Maintenance Areas Boundaries","dataset","","2021-06-24T15:19:32.000Z",353,NA
"x7af-w46m","2021 Edmonton Election Results: ECSB Ward 72","chart","Edmonton Catholic School Board Trustee, Ward 72.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",352,"Elected Officials"
"jbea-vhm4","Mosquito Application by Motor Vehicle (2020)","map","This dataset represents the GPS coordinates of where a ground vehicle drove while it actively applying treatment for mosquitoes in 2020.","2022-05-11T21:09:07.000Z",347,"Pesticide"
"ctci-66yp","Medically Supervised Injection Services - Edmonton Insight Community (Q 02.01)","chart","Respondents were asked to select all that apply to the following question: Which services do you think people with problematic substance use should have access to as part of medically supervised injec","2019-07-17T17:03:22.000Z",347,"Surveys"
"6yts-9msi","November 2021 Mixed Topic - Volunteer - Edmonton Insight Community","dataset","This was one single topic among many, from the November 2021 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/5e52IRnoo3D7jBzeVK","2022-03-18T21:55:46.000Z",347,"Surveys"
"aeh5-7w5b","Outdoor Swimming Pools","dataset","Spatial List of all outdoor swimming pools in Edmonton - polygons","2021-06-25T14:42:33.000Z",346,NA
"88sf-89mh","2010 Graffiti Audit - Map View","map","In 2010, Capital City Clean Up initiated a Graffiti Vandalism Audit to assess the amount of graffiti vandalism found in the neighbourhoods in Edmonton with the highest reported incidences of graffiti.","2021-06-17T22:52:33.000Z",346,"Environmental Services"
"e749-97as","Sports Field Fixtures: Map View","map","","2026-05-18T08:06:27.000Z",346,"Outdoor Recreation"
"rj5t-4hxx","2021 Edmonton Election Results: EPSB Ward H","chart","Edmonton Public School Board Trustee, Ward H.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",345,"Elected Officials"
"jvcd-fndf","2021 Edmonton Election Results: EPSB Ward C","chart","Edmonton Public School Board Trustee, Ward C.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",345,"Elected Officials"
"ytvz-reux","Medically Supervised Injection Services - Edmonton Insight Community (Q 02.05)","chart","Respondents were asked to select all that apply to the following question: Which services do you think people with problematic substance use should have access  to as part of medically supervised inje","2019-07-17T17:18:47.000Z",344,"Surveys"
"qs65-q6vk","2021 Edmonton Election Results: ECSB Ward 77","chart","Edmonton Catholic School Board Trustee, Ward 77.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",342,"Elected Officials"
"jrj2-pueu","2020 Climate Perception Survey Codebook","dataset","This survey codebook contains column details for the survey located here: https://data.edmonton.ca/dataset/2020-Climate-Perception-Survey/w4bx-p3t9

The survey was conducted from August 7, 2020 to Aug","2025-12-24T17:46:30.000Z",342,"Surveys"
"b2mc-juk3","Road Names","dataset","","2026-05-13T17:57:37.000Z",340,NA
"4suu-vxgj","2021 Edmonton Election Results: ECSB Ward 75","chart","Edmonton Catholic School Board Trustee, Ward 75.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",339,"Elected Officials"
"mtt8-wgpr","Cricket Fields - Map View","map","List of cricket fields in Edmonton","2026-04-28T07:25:10.000Z",339,"Outdoor Recreation"
"jrer-a4m4","Roadway Maintenance Area","dataset","","2022-05-10T21:46:11.000Z",338,NA
"656v-uk8k","Medically Supervised Injection Services - Edmonton Insight Community (Q 02.07)","chart","Respondents were asked to select all that apply to the following question: Which services do you think people with problematic substance use should have access  to as part of medically supervised inje","2019-07-17T17:04:28.000Z",338,"Surveys"
"giri-f7xf","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""The City of Edmonton is taking the right actions to address climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:14:26.000Z",337,"Surveys"
"3ijw-78ni","Medically Supervised Injection Services - Edmonton Insight Community (Q 02.02)","chart","Respondents were asked to select all that apply to the following question: Which services do you think people with problematic substance use should have access to as part of medically supervised injec","2019-07-17T17:05:21.000Z",336,"Surveys"
"pbw5-hqi3","Speed Check Sign - DFS259","dataset","Speed Check Sign DFS259

Latitude: 53.463945
Longitude: -113.52985

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect ","2026-05-22T23:21:40.000Z",336,"Vehicle Speed"
"sk6v-yhch","Community Drop In Programs Map (Summer 2018)","map","","2019-07-17T17:15:22.000Z",336,"Community Services"
"24vc-v82h","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""Most Edmontonians are concerned about climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:04:24.000Z",335,"Surveys"
"qu46-7buh","Speed Check Sign - DFS263","dataset","Speed Check Sign DFS263

Latitude: 53.601924
Longitude: -113.52882

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect ","2026-05-22T23:21:35.000Z",335,"Vehicle Speed"
"cvx6-u77s","2021 Edmonton Election Results: ECSB Ward 73","chart","Edmonton Catholic School Board Trustee, Ward 73.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",335,"Elected Officials"
"i83g-itei","Litter Audit Site Map","map","This data set contains a list of locations in Edmonton where a litter audit takes place every year.","2021-06-15T17:27:21.000Z",334,"Environmental Services"
"7kfn-e73s","July 2023 Mixed Topic - City of Edmonton’s Response to Encampments - Edmonton Insight Community","dataset","This was one single topic among many, from the July 2023 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/60LJc5x0CKSC4IWTjAtHOF","2024-08-26T20:16:57.000Z",334,"Surveys"
"rgvs-ewms","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""Transitioning to renewable sources of energy provides job opportunities for Edmonton.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:15:08.000Z",333,"Surveys"
"rzm8-eipg","2021 Edmonton Election Results: EPSB Ward F","chart","Edmonton Public School Board Trustee, Ward F.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",331,"Elected Officials"
"5n54-ryp8","Medically Supervised Injection Services - Edmonton Insight Community (Q 05.01)","chart","Respondents were given information on medically supervised injection services.and then were asked to select one response only to the following: Do you agree with the goal of having 24/7 coverage acros","2019-07-17T17:02:16.000Z",330,"Surveys"
"4hxx-8djx","Speed Check Sign - DFS229","dataset","Speed Check Sign DFS229

Latitude: 53.601523
Longitude: -113.522964

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:13:56.000Z",330,"Vehicle Speed"
"yabu-gggg","Evolving Infill - Edmonton Insight Community (Q08.01)","chart","Respondents were asked to select all that apply to the following: Throughout your entire life, what forms of housing have you lived in? Option: Single family house","2022-05-03T16:38:16.000Z",330,"Surveys"
"hrm5-r5ic","Evolving Infill - Edmonton Insight Community (Q06.01)","chart","Respondents were asked to select one response only to the following: Do you currently rent or own the property you are living in? Note: Free form text responses are not published.","2022-04-05T21:07:38.000Z",329,"Surveys"
"59kk-ka7t","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""Most Edmontonians think we need to act now to address climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:05:53.000Z",329,"Surveys"
"iw74-q8i3","Speed Check Sign - DFS262","dataset","Speed Check Sign DFS262

Latitude: 53.501149
Longitude: -113.500412

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:21:37.000Z",328,"Vehicle Speed"
"b6dz-2hwa","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""Most Edmontonians are concerned about climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:03:19.000Z",328,"Surveys"
"9iv4-jtm8","Summer Average Monthly Residential Water Consumption by City Block Area (Multi-Year)","map","This dataset provides the average (annual, winter, summer) residential metered water consumption (by year) within 400 m x 400m hexagons (approximately two city blocks) provided in m3/month for the Cit","2020-10-29T15:11:12.000Z",328,"Externally Sourced Datasets"
"ftxw-q2g9","Evolving Infill - Edmonton Insight Community (Q04.01)","chart","The definition of housing affordability is that housing costs not exceed 30% of a household’s annual income.  Respondents were asked to<br />select one response only to the following: Generally speaki","2022-04-05T21:07:39.000Z",326,"Surveys"
"fwfr-w75q","Front Yards In Bloom Nominations (1999 - 2013) - Heat Map","map","Shows all addresses that received nominations for the Front Yards in Bloom (FYinB) program. FYinB began in 1999 by the City of Edmonton, Edmonton Horticultural Society, and letter carriers. This shows","2025-05-02T15:50:43.000Z",326,"Environmental Services"
"97a7-fsbt","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""I am taking action to help prevent climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:03:46.000Z",326,"Surveys"
"4ty8-84kz","Edmonton Catholic School District Ward Boundaries","map","","2021-06-24T21:25:42.000Z",326,NA
"2rbt-947p","Conflict of Interest from Abstention Votes","chart","List of Abstention Votes from Council-approved meetings of Edmonton City Council and related Committees of Council. While every effort is taken to ensure its accuracy, the data presented here is for i","2019-09-13T19:59:18.000Z",325,"Elected Officials"
"kwg2-7z5y","Climate Perceptions Survey Data : Questionnaire and Final Report (2018) question ""I am concerned about climate change.""","chart","This survey was conducted to understand the current perceptions and behaviours of Edmontonians regarding climate change. It is a follow-up to a similar survey conducted in 2017: the Climate Perception","2019-07-17T17:15:10.000Z",324,"Surveys"
"a242-xmyu","July 2023 Mixed Topic - Additional Demographics - Edmonton Insight Community","dataset","This was one single topic among many, from the July 2023 Mixed Topic survey. To view the survey questions, click the following link:

https://www.edmontoninsightcommunity.ca/c/a/60LJc5x0CKSC4IWTjAtHOF","2024-08-26T20:15:07.000Z",324,"Surveys"
"2xsv-ny7e","Permanent Vehicle Counters - Hourly Summary","dataset","Inductive loop-based permanent devices to capture the direction of flow and vehicle counts on midblock in one- or two-direction traffic.  No license plate will be collected. The data is collected all ","2026-02-06T18:33:54.000Z",323,NA
"vthu-tsad","Evolving Infill - Edmonton Insight Community (Q07.03)","chart","Respondents were asked to select all that apply to the following: Why did you choose the home that you live in now? Option: Walkable or bikeable neighbourhood","2022-04-05T21:07:36.000Z",322,"Surveys"
"2pwj-2pup","Speed Check Sign - DFS260","dataset","Speed Check Sign DFS260

Latitude: 53.566841
Longitude: -113.398671

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect","2026-05-22T23:21:35.000Z",322,"Vehicle Speed"
"uvif-icw9","Roadway Maintenance Area Polygon Spatial Lens","dataset","","2022-05-10T21:46:07.000Z",322,NA
"qjnw-uebf","Medically Supervised Injection Services - Edmonton Insight Community (Q 02.04)","chart","Respondents were asked to select all that apply to the following question: Which services do you think people with problematic substance use should have access  to as part of medically supervised inje","2019-07-17T17:13:59.000Z",322,"Surveys"
"gd3m-qt2i","Continuing Care Accommodation Standards Compliance Reporting - Map View","map","This dataset comes from Open Data - Government of Alberta as found here:

https://open.alberta.ca/dataset/2003f13d-33ad-4d3f-865d-0d9488ace84d/resource/ec56d037-7fd5-4b4f-8c59-a880aa4cb653

Any us","2023-04-24T23:47:07.000Z",321,"Externally Sourced Datasets"
"72bp-c7ap","Evolving Infill - Edmonton Insight Community (Q03.02)","chart","Definitions of core Neighbourhoods, Mature Neighbourhoods and Established Neighbourhoods were given. Respondents were asked to select all that apply to the following statement: When you think of resid","2022-04-05T21:07:42.000Z",321,"Surveys"
"y4a3-cwba","Evolving Infill - Edmonton Insight Community (Q07.11)","chart","Respondents were asked to select all that apply to the following: Why did you choose the home that you live in now? Option: A garage","2022-04-05T21:07:30.000Z",321,"Surveys"
"yerg-8f5v","Evolving Infill - Edmonton Insight Community (Q07.02)","chart","Respondents were asked to select all that apply to the following: Why did you choose the home that you live in now? Option: Neighbourhood feel","2022-04-05T21:07:37.000Z",321,"Surveys"
"kfj3-9sr3","Speed Check Sign - DFS224","dataset","Speed Check Sign DFS224

Latitude: 53.54311
Longitude: -113.553069

The City has a number of Speed Check Signs (formerly called 'Driver Feedback Signs') installed around the city. These units collect ","2026-05-22T23:20:57.000Z",320,"Vehicle Speed"
"6gb8-cs9c","2025-2029 Council And Committee Meetings - Agenda Items","dataset","<p>Agenda Items for Council and select Committee meetings during the 2025-2029 council term.</p><p>While every effort is taken to ensure its accuracy, the data presented here is for informational purp","2026-05-20T20:10:53.000Z",320,"City Administration"
"q9kj-ikue","Non-TDN Bike Route Disruptions - Map View","map","This dataset contains the disruptions affecting bike routes that are not necessarily a Traffic Disruption Notice (TDN).","2021-06-15T19:27:00.000Z",319,"Transportation"
"u6xy-p3cr","Evolving Infill - Edmonton Insight Community (Q09.04)","chart","Respondents were asked to select all that apply to the following: In the future what forms of housing do you think you might live in? Option: Triplex or fourplex","2022-05-03T16:38:28.000Z",319,"Surveys"
"xgr5-uqnp","Bike Racks at Schools - Map View","map","List of all public schools in Edmonton for the 2015-2016 school year","2021-06-14T21:25:58.000Z",319,"Community Centres"
"45f9-fc66","Evolving Infill - Edmonton Insight Community (Q02.03)","chart","Respondents were asked to rate, on a scale of 1 to 5 or don’t know, the level of importance of the following infill statements: Supporting new infrastructure investments like LRT","2022-04-05T21:07:47.000Z",318,"Surveys"
"d7qe-wy5s","Roadway Maintenance Area Centroid","dataset","","2021-06-24T15:25:14.000Z",317,NA
"6s4v-uqqn","2021 Edmonton Election Results: EPSB Ward E","chart","Edmonton Public School Board Trustee, Ward E.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",316,"Elected Officials"
"h5z7-8vfu","2021 Edmonton Election Results: ECSB Ward 74","chart","Edmonton Catholic School Board Trustee, Ward 74.
Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T09:10:05.","2025-02-13T22:22:04.000Z",315,"Elected Officials"
"kuxa-msw4","Untitled Visualization - Based on Community Drop-in Program - Summer 2018","map","","2019-07-17T17:14:39.000Z",315,"Community Services"
"ve9f-7ebi","Number of Albertans vaccinated against COVID-19, by age","chart","COVID-19 vaccines are safe, effective and save lives. The vaccine helps prevent you from getting infected and protects you from getting severely sick if you do get it.

Albertans are being vaccinated ","2023-08-29T21:17:20.000Z",314,"Externally Sourced Datasets"
