"soda_id","title","type","description","updated_at","page_views_total","domain_category"
"ekzq-b4qg","2021-2025 Council And Committee Meetings - Voting Record with Motion Details","dataset","<p>This dataset seeks to merge the following into a user-friendly format, with councillors transposed from rows to columns, resulting in one row per motion and one column per councillor:</p><ul><li> V","2025-12-24T00:28:20.000Z",4927,"City Administration"
"ag4c-tu6a","City of Edmonton Administration - Salary Ranges by Job Title (2019)","chart","This dataset is a listing of all active City of Edmonton Administration job titles, complete with salary range and number of positions. This dataset includes all job titles and the working title may b","2025-08-01T19:28:52.000Z",4920,"City Administration"
"a3bk-jvpc","Restaurant Inspections - Edmonton and Area","href","Alberta Health Services (AHS) is the site record for this information and as such all data will remain with AHS. The City of Edmonton has provided this link so those interested can go to the source di","2023-01-09T21:25:30.000Z",4908,"Externally Sourced Datasets"
"wbka-w96p","Measuring Progress Questionnaire - Connectedness","dataset","This was survey sent to the Insight Community in conjunction with a telephone survey performed to gauge residents thoughts on the City and how they think about their city. Test link to view these ques","2019-07-17T16:50:09.000Z",4896,"Surveys"
"f6w2-hzex","Edmonton Catholic Schools (2016 - 2017)","dataset","List of all Catholic schools in Edmonton for the 2016 - 2017 school year. Note - some schools may not be offering all necessary grade years.","2021-06-16T21:13:27.000Z",4884,"Schools"
"4n2j-anrc","ETS Fare History","dataset","Historical fare data for Edmonton Transit System (ETS).","2026-05-18T08:06:18.000Z",4878,"Transit"
"e7aq-scxv","Police Stations","dataset","List of all police stations in Edmonton","2025-12-30T20:55:28.000Z",4877,"Facilities and Structures"
"pse9-hq75","Ward 4 - COYS - Table Listing","filter","A list of special projects and major road construction sites planned for Ward 4.","2025-01-14T17:34:44.000Z",4857,"Transportation"
"bsxq-jsd8","Ward 10 - COYS - Table View","filter","A list of special projects and major road construction sites planned for Ward 10.","2025-01-14T17:18:43.000Z",4835,"Transportation"
"g8ub-h6a9","Police Stations - Map View","map","List of all police stations in Edmonton","2024-06-28T10:09:10.000Z",4820,"Facilities and Structures"
"ddzr-33fn","Roberta MacAdams School Food Drive","story","","2019-06-06T16:42:28.589Z",4808,"Externally Sourced Datasets"
"nc6t-tngg","2012 Census - Population By Citizenship (Neighbourhood)","dataset","All Census information is as of April 1, 2012. No data on any individual residence will be released.  To protect the privacy of individuals, data is compiled and presented at the city, ward and neighb","2019-07-17T16:45:37.000Z",4767,"Census"
"yhbh-ctdm","Completed Projects","filter","A dataset of road projects in the design, current or completed stages of the project.","2025-01-14T17:39:36.000Z",4746,"Transportation"
"hcz8-v3q4","2017 Official Election Results (by Voting Station)","dataset","Official Results from the 2017 Edmonton Municipal and School Board Elections. Results are displayed for each Candidate, by Race and by Voting Station.","2019-07-17T17:07:41.000Z",4727,"City Administration"
"ei4u-794h","2009 Census - Population By Single Year Of Age And Gender (Ward)","dataset","All Census information is as of April 1, 2009.
Ages of residents are effective April 1, 2009.
Ward Reports are based on the 6-Ward system, which existed in the City of Edmonton until October, 2010.","2019-07-17T16:50:15.000Z",4725,"Census"
"5si4-xd9p","Whyte Ave Programmable Space - Edmonton Insight Community","dataset","This was one single topic among many as part of the May Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=310&t=1. Open from May 11 - 19, 2015. At","2019-07-17T16:48:05.000Z",4628,"Surveys"
"7adr-xhnb","Mobile City Hall - Edmonton Insight Community","dataset","This was one single topic among many as part of the first October  2014 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=109&t=1. Open from Oct 1","2019-07-17T16:48:32.000Z",4619,"Surveys"
"tprj-sx3v","Gift Shops - Edmonton Insight Community","dataset","This was one single topic among many as part of the September 2015 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=526&as=7YW63mx6N7&t=1. Open f","2019-07-17T16:49:19.000Z",4599,"Surveys"
"gw7p-ee8r","2010 Municipal Election Results - Raw Data View","filter","Final 2010 election results for various municipal and school board positions","2025-02-28T21:50:40.000Z",4584,"City Administration"
"vqrq-wbxj","""You're gonna love green"" Awareness - Edmonton Insight Community","dataset","This was one single topic among many as part of the January Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=185&t=1. Open from January 11 - 20, ","2019-07-17T16:48:28.000Z",4556,"Surveys"
"w2gh-mefg","Sandboxes","dataset","A list of all City of Edmonton - Department of Transportation maintained sandboxes. These sandboxes are available for the general public to use during the winter period.","2026-05-24T17:14:12.000Z",4532,"Transportation"
"79xw-wvss","Summer Events - Edmonton Insight Community","dataset","This was one single topic among many as part of the first October  2014 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=109&t=1. Open from Oct 1","2019-07-17T16:47:21.000Z",4518,"Surveys"
"tzxx-5fyu","Red Bull Crashed Ice - Edmonton Insight Community","dataset","This was one single topic among many as part of the April Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=254&t=1. Open from April 14 - 22, 2015","2019-07-17T16:48:11.000Z",4310,"Surveys"
"2r38-7gdf","Animal Care - Edmonton Insight Community","dataset","This was one single topic among many as part of the December 2015 (Part 1) Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=716&as=kP4zN8uI7V&t=1","2019-07-17T16:48:29.000Z",4506,"Surveys"
"mfh8-wp42","Child Friendly Downtown - Edmonton Insight Community","dataset","This was one single topic among many as part of the August 2015 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=476&as=Hp0xa33UD7&t=1. Open from","2019-07-17T16:49:52.000Z",4467,"Surveys"
"fixa-tstc","Zoning Bylaw Geographical Data","dataset","To visually display all property zone codes for the City of Edmonton.","2026-05-18T08:08:50.000Z",4424,"Thematic Features"
"cjcn-85t7","Measuring Progress Questionnaire - Safety In The City","dataset","This was survey sent to the Insight Community in conjunction with a telephone survey performed to gauge residents thoughts on the City and how they think about their city. Test link to view these ques","2019-07-17T16:48:38.000Z",4419,"Surveys"
"45hm-rte9","Food Establishment Inspections","dataset","Public Health Inspectors operate under the Alberta Public Health Act to ensure compliance with the province's Food Regulation. Under the Food Regulation, restaurant inspections occur prior to the open","2019-07-19T16:51:02.000Z",4416,"Externally Sourced Datasets"
"itjk-biyg","311 Requests - Volume by Neighbourhood","chart","This report contains the volume of incoming Information and Service requests to 311 where the location/address information are captured during the contact.  The requests are then displayed within the ","2026-05-24T08:22:07.000Z",4414,"City Administration"
"px79-vegt","Youth Services - Directory","dataset","Directory of agencies that provide services to youth in the Greater Edmonton Area.","2021-06-17T20:09:24.000Z",4412,"Community Services"
"sni2-g2xh","2021 Edmonton Election: Results","dataset","This dataset reflects the official election results for the 2021 Edmonton  Election.
236488 votes cast out of 629006 eligible voters.

Data reported at 2021-10-19T14:37:00.
Dataset updated 2021-10-22T","2025-02-13T22:22:04.000Z",4410,"Elected Officials"
"28ss-gu9g","On Street Parking - Edmonton Insight Community","dataset","This was one single topic among many as part of the October Mixed Topic survey. 
Test link to view these questions only: 
https://www.edmontoninsightcommunity.ca/R.aspx?a=215&t=1
Open from Oct 14 -","2019-07-17T16:47:03.000Z",4367,"Surveys"
"akcb-p2xv","Weather Station Locations Environment Canada - Map View","map","Environment Canada Data License Agreement:

http://climate.weather.gc.ca/prods_servs/attachment1_e.html

Environment Canada Terms and Conditions:

http://www.ec.gc.ca/default.asp?lang=En&xml=583","2026-05-24T15:14:51.000Z",4349,"Environmental Services"
"jsf3-5dv2","Commercial Final Building Permits","filter","List of issued building permits from the City of Edmonton - Urban Planning & Economy Department for the public to do construction or maintenance on a structure located in the City. Note - All records ","2026-05-24T10:20:03.000Z",4335,"Urban Planning & Economy"
"3qmw-4qrp","Parks Communication - Edmonton Insight Community","dataset","This was one single topic among many as part of the first October  2014 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=109&t=1. Open from Oct 1","2019-07-17T16:48:10.000Z",4315,"Surveys"
"byrh-7jdx","Speed Check Signs (formerly called 'Driver Feedback Signs')","story","There are over 200 Speed Check Signs (formerly called 'Driver Feedback Signs') (formerly called 'Speed Check Signs') installed around the city. These units collect data as traffic approaches them and ","2025-07-11T15:23:42.317Z",4309,"Vehicle Speed"
"gds5-6aiq","2012 Budget Consultation Survey - Taxes And Balancing Budget","dataset","Given the following options to deal with increased costs to pay for City services, which would you support to balance the budget the most and which would you support the least?     

COLUMNS
The mo","2019-07-17T16:46:27.000Z",4305,"City Administration"
"87u8-3yfv","2012 Budget Consultation Survey - Perception Of Taxes","dataset","Identify the respondent's perception of what their current share of total tax dollars goes between the three levels of government (including income taxes and property taxes)

D1 to B11 - Demographic","2019-07-17T16:46:28.000Z",4288,"City Administration"
"k4mi-dkvi","River Valley - Trail Cautions and Closures","dataset","This data-set provides information about what's happening in the River Valley that could impact your enjoyment in using its various facilities and amenities, including: closures, detours, construction","2026-05-24T17:14:09.000Z",4255,"Community Services"
"f6ne-aqna","2011-2013 Council and Committee Meetings - Agenda Items","dataset","Lists the Agenda Items for Council and Committee meetings.  The agenda is usually published on the Thursday prior to the meeting.  Statutory Public Hearings (Land Use) agendas are available 3 weeks pr","2022-05-03T16:36:22.000Z",4285,"City Administration"
"92if-fvj8","Eco Station Webpages - Edmonton Insight Community","dataset","This was one single topic among many as part of the September 2015 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=526&as=7YW63mx6N7&t=1. Open f","2019-07-17T16:49:39.000Z",4279,"Surveys"
"bh8y-pn5j","Drainage_Pipe Segments","dataset","The location of pipe segments in the City of Edmonton.","2026-02-03T21:22:39.000Z",4276,"Externally Sourced Datasets"
"3dkh-9hnu","Mayor's Lobbyist Registry","dataset","For the 2017-2021 term, the Mayor’s Office has voluntarily implemented a lobbyist registry. 

The purpose of the registry is to contribute to increasing Edmontonians’ confidence in the integrity of th","2026-05-06T03:14:10.000Z",4272,"Elected Officials"
"js4g-y89z","Measuring Progress Questionnaire - Volunteerism","dataset","This was survey sent to the Insight Community in conjunction with a telephone survey performed to gauge residents thoughts on the City and how they think about their city. Test link to view these ques","2019-07-17T16:49:10.000Z",4271,"Surveys"
"mjva-jfq5","Ad Awareness Survey - Edmonton Insight Community","dataset","This was one single topic among many as part of the second October  2014 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=128&t=1. Open from Oct ","2019-07-17T16:50:02.000Z",4271,"Surveys"
"ruwn-htv8","Zoning Bylaw Geographical Data: Map View","map","To visually display all property zone codes for the City of Edmonton.","2026-05-18T08:08:50.000Z",4264,"Thematic Features"
"brx6-rwhf","Annual Collision Report: Fatalities and Injuries","dataset","<p>Age and Gender for Those Who Were Injured at Various Types of Traffic Control.</p><p>In <a href=""https://www.edmontonpolice.ca/TrafficVehicles/TrafficCollisions/ReportACollision"">September 2022, CR","2024-09-24T21:04:12.000Z",4253,NA
"ytdy-rkdf","E-Scooter Operational Zones","dataset","E-Scooter operational zones for Edmonton, as provided by the E-Scooter vendors.

Please note that the operational zone boundary most recently provided by a particular vendor might not necessarily be t","2025-02-13T21:07:40.000Z",4233,"Geospatial Boundaries"
"dkuv-2zh9","ETS Sales Outlet Locations","dataset","Edmonton Transit has over 200+ approved outlets across the city where ETS products are being sold.","2026-05-24T10:30:53.000Z",4233,NA
"b4y7-zhnz","Fire Stations","dataset","Location of fire stations throughout Edmonton.","2026-05-18T08:23:42.000Z",4209,"Emergency Services"
"m7mv-bui7","Waste/Recycling Depot List - Map View","map","A complete list of City of Edmonton run waste/recycling drop-off facilities (depots), including Community Recycling Depots, Eco Stations and the Reuse Centre. Data includes facility address, operating","2025-03-28T10:04:37.000Z",4208,"Environmental Services"
"erhd-k2ia","LRT Stations and Stops - Map","map","There are 36 stations along the route.  Several LRT stations in the downtown core connect to Edmonton's convenient pedway system. Park and ride is available at Clareview, Belvedere, Stadium, Century P","2026-04-28T07:11:25.000Z",4205,"Transit"
"dpht-tpbh","Orthophoto Repository 2015","href","This external link is to the orthophoto repository for the City of Edmonton. You are free to download and use as needed as per our Terms of Use found on data.edmonton.ca.
DOWNLOAD INSTRUCTIONS : clic","2023-06-07T15:34:21.000Z",4190,"Thematic Features"
"p6vh-uycj","Downtown - Edmonton Insight Community","dataset","This was one single topic among many as part of the June 2015 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=325&t=1. Open from June 08 - 16, 2","2019-07-17T16:47:36.000Z",4156,"Surveys"
"w62n-hx2q","St. Dominic Catholic Elementary School","story","A story board that draws attention to speed data as it relates to playground zones (or 30 km/h zones) at St. Dominic Catholic Elementary School.

The data is drawn from the Speed Check Sign data and","2019-09-17T20:13:09.792Z",4154,"Vehicle Speed"
"ht22-msjv","2012 Census - Dwelling Unit By  Ownership (Neighbourhood)","dataset","All Census information is as of April 1, 2012.  Ages of residents are effective April 1, 2012.  No data on any individual residence will be released.  To protect the privacy of individuals, data is co","2019-07-17T16:46:54.000Z",4153,"Census"
"9bs7-73en","Drainage (Map View): Catch Basins","map","The location of catch basins in the City of Edmonton.","2026-02-03T21:19:58.000Z",4141,"Externally Sourced Datasets"
"hava-trgp","Bylaws - March 2015 - Edmonton Insight Community","dataset","This was one single topic among many as part of the March Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=219&t=1. Open from March 9 - 17, 2015.","2019-07-17T16:47:49.000Z",4088,"Surveys"
"jtx5-h7iw","2014 Flood Mitigation Study - Surface Ponding Depth Map","map","This map is a representation of each depth layers in the Surface Ponding map from the 2014 Flood Mitigation Study.

This map representation was created as a result of a 2013 to 2016 study done for t","2025-05-23T14:24:17.000Z",4048,"Externally Sourced Datasets"
"usy9-ncbp","City Of Edmonton Bylaws February 2015 - Edmonton Insight Community","dataset","This was one single topic among many as part of the February Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=193&t=1. Open from February 9 - 17,","2019-07-17T16:47:07.000Z",4045,"Surveys"
"kdtv-hefi","Ward 7 - COYS - Table View","filter","A list of special projects and major road construction sites planned for Ward 7.","2025-01-14T17:22:50.000Z",4043,"Transportation"
"s9hx-233s","Ward 3 - COYS - Table View","filter","A list of special projects and major road construction sites planned for Ward 3.","2025-01-14T17:35:47.000Z",4040,"Transportation"
"7njw-4e49","City of Edmonton/NAIT Solar Panel Reference System - Total Power per Day By Solar Panel","filter","The reference system consists of six PV modules arranged at fixed angles on the roof of the Shaw Theatre at NAIT's Main Campus- near the corner of Princess Elizabeth Avenue and 106 Street. The angles ","2025-01-14T17:15:01.000Z",4009,"Environmental Services"
"y889-i2de","Social Media - Edmonton Insight Community","dataset","This was one single topic among many as part of the August 2014 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=76&t=1. Open from Aug 19 - 25, 2","2019-07-17T16:48:27.000Z",4009,"Surveys"
"cu5z-aad4","2014 Flood Mitigation Study - Surface Ponding Depth < 0.35 m (Green) Layer","map","The depth layer that this spatial data represents is the < 0.35 m Surface Ponding Depth (Green) layer.

This map representation was created as a result of a 2013 to 2016 study done for the Edmonton ","2021-07-29T21:08:50.000Z",4001,"Externally Sourced Datasets"
"iggc-tt3k","École Frère Antoine Catholic Elementary School","story","A story board that draws attention to speed data as it relates to playground zones (or 30 km/h zones) or a 50 km/h zone data that occurs just before the 30 km/h zone, at École Frère Antoine Catholic E","2025-02-28T20:53:38.376Z",3977,"Vehicle Speed"
"vq44-ni9f","E-Scooter Locations","dataset","This dataset is an extraction from the following publicly accessible feeds:
Lime:
https://data.lime.bike/api/partners/v2/gbfs/edmonton/free_bike_status.json

Bird:
https://mds.bird.co/gbfs/v2/public/e","2026-05-24T17:45:13.000Z",3958,"Monitoring and Data Collection"
"nhbh-yj57","Bike Ridership - Edmonton Insight Community","dataset","This was one single topic among many as part of the August 2014 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=76&t=1. Open from Aug 19 - 25, 2","2019-07-17T16:49:24.000Z",3913,"Surveys"
"7yt8-7467","Attractions","dataset","List of all types of attractions owned by the City of Edmonton.  Recreation Facilities, Outdoor Pools, Arenas and general attractions.","2026-05-24T10:32:37.000Z",3905,"Facilities and Structures"
"3t6v-ay56","City of Edmonton - Payroll Codes","dataset","This dataset contains descriptions of the pay items that employees at the City of Edmonton may see listed on their pay advice.","2026-04-28T07:11:35.000Z",3886,"City Administration"
"a6zx-dzqn","2019 Census - Population by Age Range (Neighbourhood/Ward)","dataset","All Census information is as of April 1, 2019. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-09-11T15:09:13.000Z",3876,"Census"
"pzmr-h7ha","Statistics Canada: Edmonton Forward Sortation Area (FSA) Boundaries","dataset","Edmonton Forward Sortation Area (FSA) data provided by Statistics Canada (see https://www12.statcan.gc.ca/census-recensement/2011/geo/bound-limit/bound-limit-2016-eng.cfm).

Adapted from Census Forwar","2021-02-05T21:30:38.000Z",3850,"Externally Sourced Datasets"
"smk2-dtnx","2013-2017 Council And Committee Meetings - Motions","dataset","Lists any Motions (also known as ‘Resolutions’) or Councillor Inquiries made during the meeting. 
Motions of Council require a mover and seconder; Motions of Committee only require a mover.
Councill","2022-05-03T16:36:34.000Z",3829,"City Administration"
"qdrb-swnu","District Plan mapping - Nodes & Corridors Map","map","Nodes and Corridors in the City of Edmonton.

Centre City is Edmonton’s distinct cultural and economic hub, includes the highest density and mix of land uses, and provides a critical mass of housing, ","2026-05-18T08:28:00.000Z",3828,NA
"acvv-cap3","Map View: Edmonton Public School Board Ward Boundaries (Current)","map","This dataset provides the current (as of the date that this dataset was last refreshed) geometric polygons of the Edmonton Public School Division ward boundaries and the associated board trustee in of","2026-05-18T08:23:49.000Z",3825,"Administrative"
"efaq-9jrb","Drainage (Map View): Outfall","map","The location of outfalls in the City of Edmonton. An outfall is a drainage facility that conveys stormwater into a natural receiving water body (creek, river, etc.)","2026-02-03T21:20:55.000Z",3824,"Externally Sourced Datasets"
"pswc-e52d","Environmental Sensitivity Project Data Portal","story","","2022-12-13T23:03:51.000Z",3815,"Environmental Services"
"vzn8-xges","Parcel Addresses : Parcels","map","The City of Edmonton has shifted the delivery of legal and title parcel mapping to the provincial government and their designated partners. As of November 1st, 2021, the City will no longer provide da","2026-05-18T08:07:56.000Z",3810,"Geospatial Boundaries"
"6bid-e3ht","City Engagement - Edmonton Insight Community","dataset","This was one single topic among many as part of the March Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=219&t=1. Open from March 9 - 17, 2015.","2019-07-17T16:48:51.000Z",3798,"Surveys"
"f2sy-bth7","ETS Bus Schedule GTFS Data Feed - Calendar Dates","dataset","To provide a list a dates when there will be changes to regular service in Edmonton.

See https://developers.google.com/transit/gtfs/reference#calendar_datestxt for documentation.","2026-04-20T16:29:37.000Z",3794,"Transit"
"svjg-zm3c","Environmental Sensitivity Methodology","story","","2025-01-09T22:18:32.473Z",3787,NA
"ifnz-bhnj","2025 Edmonton General Election | Register of Candidates","dataset","Prospective candidates must submit a Notice of Intent to Run before accepting a campaign contribution or incurring an election expense. Edmonton Elections maintains the Register of Candidates who have","2026-05-24T10:35:59.000Z",3765,"Elected Officials"
"dcab-3vmr","Measuring Progress Questionnaire - City Design And Attractiveness","dataset","This was survey sent to the Insight Community in conjunction with a telephone survey performed to gauge residents thoughts on the City and how they think about their city. Test link to view these ques","2019-07-17T16:50:07.000Z",3741,"Surveys"
"6n9r-ddf8","Building Footprint","dataset","Spatial data of all city of Edmonton building roof-lines as of May 2017.","2022-02-25T21:39:42.000Z",3744,"Geospatial Boundaries"
"4xiv-jrdx","Water Levels and Flows-Monitoring Station List","dataset","A list of Water Level and Flow Monitoring Stations (that readings are available for) and the respective latitude and longitude of these stations.

This data is sourced from the Government of Alberta","2026-05-24T13:18:14.000Z",3737,NA
"4vfx-e2qj","Historical: COVID-19 in Alberta: R values","dataset","Note: The date last updated is 2022-02-28, the dataset is no longer provided.

The R value, also known as the reproduction number, describes whether cases are currently increasing, decreasing or stayi","2023-09-14T21:56:48.000Z",3716,"Community Services"
"b224-fmu4","Weather Data - Hourly - Blatchford","filter","Environment Canada Data License Agreement:

http://climate.weather.gc.ca/prods_servs/attachment1_e.html

Environment Canada Terms and Conditions:

http://www.ec.gc.ca/default.asp?lang=En&xml=583","2026-05-24T15:14:49.000Z",3679,"Environmental Services"
"5i9e-rgab","Pet Ownership - Edmonton Insight Community","dataset","This was one single topic among many as part of the May Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=310&t=1. Open from May 11 - 19, 2015. . ","2019-07-17T16:47:54.000Z",3663,"Surveys"
"frjf-2vsa","Edmonton Population History","filter","This dataset provides population and sources of data for the City of Edmonton. 

CoE refers to City of Edmonton as the source. 

Please note:

*Estimate
1 General Annexation - January 1, 1982
","2025-01-30T04:04:35.000Z",3600,NA
"2bqu-nck6","Map View: Bike Routes","map","On-road and off-road bike routes within the City of Edmonton.","2026-05-18T08:25:33.000Z",3586,"Transportation Infrastructure"
"avu6-pknu","City Proclamations List","dataset","This dataset provides a list of all proclamations issued by the City since December 1, 2015.","2026-05-24T10:06:23.000Z",3504,"City Administration"
"mw34-jeq5","Roadway Maintenance Yard Locations Map","dataset","","2021-06-28T22:22:01.000Z",3576,NA
"gzu5-g5n6","Fire Response - Events","filter","To provide a list of all fire events the Fire Response Group responded to in the last 182 day","2025-01-30T04:04:43.000Z",3571,"Emergency Services"
"786g-hnjp","Phone Survey - Edmonton Insight Community","dataset","This was one single topic among many as part of the September  2014 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=86&t=1. Open from Sept 08 - ","2019-07-17T16:48:31.000Z",3563,"Surveys"
"ntna-rkd8","Photo Radar - Edmonton Insight Community","dataset","This was one single topic among many as part of the July 2014 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=46&t=1. Open from July 08 - 20, 20","2019-07-17T16:49:43.000Z",3559,"Surveys"
"k6pm-5rg4","CoE Golf - Edmonton Insight Community","dataset","This was one single topic among many as part of the September 2015 Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=526&as=7YW63mx6N7&t=1. Open f","2019-07-17T16:47:51.000Z",3549,"Surveys"
"2q9r-ang2","2012-2014 Graffiti Audit","dataset","In 2010, Capital City Clean Up initiated a Graffiti Vandalism Audit to assess the amount of graffiti vandalism found in the neighbourhoods in Edmonton with the highest reported incidences of graffiti.","2021-06-17T20:41:50.000Z",3528,"Environmental Services"
"h5ce-uubp","Tennis Courts","dataset","List of all public tennis court(s) locations in Edmonton","2024-06-28T10:13:24.000Z",3473,"Outdoor Recreation"
"yunb-tdph","Edmonton Road Projects (Planned, Current & Complete)","dataset","A dataset of road projects in the design, current or completed stages of the project.","2023-08-11T21:38:01.000Z",3471,"Transportation"
"brcm-i74d","2014 Census - Population By Single Year Of Age And Gender (Ward)","dataset","All Census information is as of April 1, 2014.  Ages of residents are effective April 1, 2014.  No data on any individual residence will be released.  To protect the privacy of individuals, data is co","2019-07-17T16:47:25.000Z",3467,"Census"
"ykrg-bwt7","Track Sports Fields","dataset","List of track sports fields in Edmonton","2025-03-28T10:08:57.000Z",3455,"Outdoor Recreation"
"33jk-s9st","2012 Census - Population By Single Year Of Age And Gender (Ward)","dataset","All Census information is as of April 1, 2012.  Ages of residents are effective April 1, 2012.  No data on any individual residence will be released.  To protect the privacy of individuals, data is co","2019-07-17T16:46:48.000Z",3453,"Census"
"ydv5-y4pu","Outline Agreements over $10,000","dataset","An annual report of all Outline Agreements (standing offer agreement) over $10,000 that were open and valid.","2019-12-18T21:56:41.000Z",3451,"Purchasing"
"e9qt-cc3j","Edmonton Elected Officials Contact Information","dataset","This dataset contains contact information of the Mayor and the 12 Councillors elected to City of Edmonton Council. The information includes the elected official's name, electoral area (e.g. ward for C","2025-10-29T22:28:08.000Z",3354,"City Administration"
"4adt-tbf8","2011 Graffiti Audit","dataset","In 2010, Capital City Clean Up initiated a Graffiti Vandalism Audit to assess the amount of graffiti vandalism found in the neighbourhoods in Edmonton with the highest reported incidences of graffiti.","2021-06-16T22:35:48.000Z",3416,"Environmental Services"
"u5cm-x89t","Driver Feedback Signs and Speed Surveys","story","Superseded: Please visit the Safe Streets Map at https://gis.edmonton.ca/portal/apps/instant/minimalist/index.html?appid=605857c965cf43b0aa98f2d9ed7f0653","2023-04-18T14:25:33.615Z",3405,"Vehicle Speed"
"wqwi-uc7t","City Wards (Current): Map View","map","","2026-05-18T08:20:45.000Z",3390,"Administrative"
"6fft-ccn5","Heat Map","map","311 Explorer is a web-based mapping tool that uses the City’s open data information to search, filter, and display 311 service requests on public property.  You will be able to:

View the various ty","2026-05-24T08:20:46.000Z",3383,"Indicators"
"dnbn-a9ny","Jasper Avenue Nightlife Survey (2010)","dataset","Online and in person survey to find out what people think of the Jasper Avenue nightlife experience and what suggestions they have for improvement. Survey covers the downtown area from 97 St to 122 St","2022-02-25T21:39:31.000Z",3367,"Surveys"
"vd4b-a4iv","Bike Routes","dataset","On-road and off-road bike routes within the City of Edmonton.","2026-05-18T08:25:33.000Z",3361,"Transportation Infrastructure"
"m84q-ghmu","Approved Operating Budget - Revenues","dataset","Summary of the City of Edmonton's Financial Operating Budget by Fund Type, Department, Branch, and Program.

This dataset powers the Revenues Module of the Edmonton Open Budget site budget.edmonton.ca","2026-04-13T21:35:53.000Z",3357,"Financial"
"mmqu-q3wx","Licensed Cabs ID And Safety - Edmonton Insight Community","dataset","This was one single topic among many as part of the January Mixed Topic survey. Test link to view these questions: https://www.edmontoninsightcommunity.ca/R.aspx?a=185&t=1. Open from January 11 - 20, ","2019-07-17T16:48:16.000Z",3331,NA
"x7r5-d4hj","2010 Graffiti Audit","dataset","In 2010, Capital City Clean Up initiated a Graffiti Vandalism Audit to assess the amount of graffiti vandalism found in the neighbourhoods in Edmonton with the highest reported incidences of graffiti.","2021-06-17T22:51:21.000Z",3302,"Environmental Services"
"tgzq-jumt","COVID-19 in Alberta: Vaccination Progress by Local Geographic Area","dataset","COVID-19 vaccines are safe, effective and save lives. The vaccine helps prevent you from getting infected and protects you from getting severely sick if you do get it.

Albertans are being vaccinated ","2023-09-08T21:24:52.000Z",3301,"Externally Sourced Datasets"
"vd42-umu2","Mature Neighbourhood Reinvestment","dataset","Summary of development activities in Mature Neighbourhood Overlay neighbourhoods. This data-set is from 2000 to present year. Data is updated annually.","2022-02-25T21:40:01.000Z",3292,"Indicators"
"g2i5-7nqy","2014 Census - Population By Citizenship (Neighbourhood)","dataset","All Census information is as of April 1, 2014. No data on any individual residence will be released. To protect the privacy of individuals, data is compiled and presented at the city, ward and neighbo","2019-07-17T16:46:25.000Z",3287,"Census"
"5x9p-z4dg","Urban Primary Land Vegetation Inventory - 2015","map","The urban Primary Land and Vegetation Inventory (PLVI) is an air photo-based, spatially referenced digital inventory developed to identify the type, extent and conditions of vegetation in urban areas ","2022-02-25T21:38:17.000Z",3276,"Environmental Services"
"pftn-eqhn","Edmonton Public Library Rooms for Rent","dataset","List of program and meeting rooms available for rental at Edmonton Public Library branches. Includes room capacity and contact information.","2019-07-17T16:46:47.000Z",3274,"Community Centres"
"greh-g7ac","ETS Bus Schedule GTFS Data Feed - Stop Times","dataset","This dataset lists the times that a vehicle arrives at and departs from individual stops for each trip in Edmonton.

See https://developers.google.com/transit/gtfs/reference#stop_timestxt for document","2026-04-20T16:50:38.000Z",3270,"Transit"
"xu6q-xcmj","Neighbourhood Boundaries : 2019","dataset","","2019-09-13T20:06:21.000Z",3265,NA
