"package_name","title","num_resources","metadata_modified","license"
"natural-heritage-system","Natural Heritage System",3,"2026-03-16T19:14:44.131398","notspecified"
"library-circulation","Library Circulation",4,"2026-03-16T19:06:18.826743","notspecified"
"library-workstation-usage","Library Workstation Usage",11,"2026-03-16T19:06:05.406016","notspecified"
"secondary-plans","Secondary Plans",20,"2026-03-16T19:05:55.846370",NA
"library-card-registrations","Library Card Registrations",4,"2026-03-16T19:05:47.419191","notspecified"
"library-circulation-by-cardholder-type","Library Circulation by Cardholder Type",4,"2026-03-16T19:01:36.231842","notspecified"
"library-branch-space-rentals","Library Branch Space Rentals",4,"2026-03-16T19:01:16.203940","notspecified"
"library-visits","Library Visits",4,"2026-03-16T19:00:58.073988","notspecified"
"active-affordable-and-social-housing-units","Active Affordable and Social Housing Units",4,"2026-03-16T02:04:13.820385","notspecified"
"licensed-dog-and-cat-names","Licensed Dog and Cat Names",20,"2026-03-12T18:35:48.907327","notspecified"
"tps-operating-budget","Historical Toronto Police Operating Budget",1,"2026-03-12T13:15:06.838135","notspecified"
"neighbourhood-crime-rates","Neighbourhood Crime Rates",8,"2026-03-12T13:15:05.078864","notspecified"
"hate-crimes-open-data","Hate Crimes",4,"2026-03-12T13:14:57.701327","notspecified"
"intimate-partner-and-family-violence","Intimate Partner and Family Violence",4,"2026-03-12T13:14:56.677509",NA
"police-annual-statistical-report-shooting-occurrences","Police Annual Statistical Report - Shooting Occurrences",4,"2026-03-12T13:14:55.874311",NA
"police-annual-statistical-report-regulated-interactions-demographics","Police Annual Statistical Report - Regulated Interactions Demographics",4,"2026-03-12T13:14:55.076292","open-government-licence-toronto"
"field-information-reports","Field Information Reports",24,"2026-03-12T13:14:54.196299","open-government-licence-toronto"
"patrol-zones","Patrol Zones",13,"2026-03-12T13:14:53.257031","open-government-licence-toronto"
"police-annual-statistical-report-victims-of-crime","Police Annual Statistical Report - Victims of Crimes",4,"2026-03-12T13:14:52.350329","notspecified"
"police-annual-statistical-report-regulated-interactions","Police Annual Statistical Report - Regulated Interactions",4,"2026-03-12T13:14:51.530451","notspecified"
"police-annual-statistical-report-search-of-persons","Police Annual Statistical Report - Search of Persons",4,"2026-03-12T13:14:50.430395","notspecified"
"police-annual-statistical-report-reported-crimes","Police Annual Statistical Report - Reported Crimes",4,"2026-03-12T13:14:49.490902","notspecified"
"police-annual-statistical-report-complaint-dispositions","Police Annual Statistical Report - Complaint Dispositions",4,"2026-03-12T13:14:48.584570","notspecified"
"police-annual-statistical-report-investigated-alleged-misconduct","Police Annual Statistical Report - Investigated Alleged Misconduct",4,"2026-03-12T13:14:47.726663","notspecified"
"police-annual-statistical-report-total-public-complaints","Police Annual Statistical Report - Total Public Complaints",4,"2026-03-12T13:14:46.896987","notspecified"
"police-annual-statistical-report-gross-operating-budget","Police Annual Statistical Report - Gross Operating Budget",4,"2026-03-12T13:14:46.019183","notspecified"
"police-annual-statistical-report-personnel-by-rank-by-division","Police Annual Statistical Report - Personnel by Rank by Division",4,"2026-03-12T13:14:45.096518","notspecified"
"police-annual-statistical-report-personnel-by-rank","Police Annual Statistical Report - Personnel by Rank",4,"2026-03-12T13:14:44.203033","notspecified"
"police-annual-statistical-report-miscellaneous-firearms","Police Annual Statistical Report - Miscellaneous Firearms",4,"2026-03-12T13:14:43.297348","notspecified"
"police-annual-statistical-report-top-20-offences-of-firearms-seizures","Police Annual Statistical Report - Top 20 Offences of Firearms Seizures",4,"2026-03-12T13:14:42.473341","notspecified"
"police-annual-statistical-report-tickets-issued","Police Annual Statistical Report - Tickets Issued",4,"2026-03-12T13:14:41.586859","notspecified"
"police-annual-statistical-report-arrested-and-charged-persons","Police Annual Statistical Report - Arrested and Charged Persons",4,"2026-03-12T13:14:40.739882","notspecified"
"police-annual-statistical-report-calls-for-service-attended","Police Annual Statistical Report - Calls for Service Attended",4,"2026-03-12T13:14:40.194982","notspecified"
"police-annual-statistical-report-miscellaneous-calls-for-service","Police Annual Statistical Report - Miscellaneous Calls for Service",4,"2026-03-12T13:14:39.597813","notspecified"
"police-annual-statistical-report-administrative","Police Annual Statistical Report - Administrative",4,"2026-03-12T13:14:38.976183","notspecified"
"police-race-and-identity-based-data-collection-arrests-strip-searches","Police Race and Identity Based Data - Arrests and Strip Searches",4,"2026-03-12T13:14:38.278619","notspecified"
"police-race-and-identity-based-data-use-of-force","Police Race and Identity Based Data - Use of Force",28,"2026-03-12T13:14:37.459286","notspecified"
"police-annual-statistical-report-dispatched-calls-by-division","Police Annual Statistical Report - Dispatched Calls by Division",4,"2026-03-12T13:14:36.757654","notspecified"
"police-annual-statistical-report-firearms-top-5-calibres","Police Annual Statistical Report - Firearms Top 5 Calibres",4,"2026-03-12T13:14:36.075253","notspecified"
"police-annual-statistical-report-gross-expenditures-by-division","Police Annual Statistical Report - Gross Expenditures by Division",4,"2026-03-12T13:14:35.429541","notspecified"
"police-annual-statistical-report-miscellaneous-data","Police Annual Statistical Report - Miscellaneous Data",4,"2026-03-12T13:14:34.841832","notspecified"
"police-annual-statistical-report-personnel-by-command","Police Annual Statistical Report - Personnel by Command",4,"2026-03-12T13:14:34.278750","notspecified"
"automated-speed-enforcement-ase-charges","Automated Speed Enforcement (ASE) Charges",1,"2026-03-10T17:15:12.742447","notspecified"
"fatal-and-non-fatal-suspected-opioid-overdoses-in-the-shelter-system","Fatal and non-fatal suspected opioid overdoses in the shelter system",11,"2026-03-09T18:14:28.814350","notspecified"
"small-business-property-tax-subclass-eligible-properties","Small Business Property Tax Subclass: Eligible Properties",8,"2026-03-06T19:41:07.189639","notspecified"
"solid-waste-pickup-schedule","Solid Waste Collection Schedule",48,"2026-03-05T17:19:53.619854","open-government-licence-toronto"
"heritage-conservation-districts","Heritage Conservation Districts",1,"2026-03-02T22:19:29.830519",NA
"area-speed-limit-reductions","Area Speed Limit Reductions",8,"2026-02-24T20:52:40.371432","notspecified"
"ttc-bus-delay-data","TTC Bus Delay Data",20,"2026-02-23T20:38:55.148222",NA
"ttc-subway-delay-data","TTC Subway Delay Data",19,"2026-02-23T20:36:57.580760",NA
"ttc-streetcar-delay-data","TTC Streetcar Delay Data",21,"2026-02-23T20:36:20.210918",NA
"ttc-lrt-delay-data","TTC LRT Delay Data",8,"2026-02-23T20:35:40.785351","notspecified"
"fire-hydrants","Fire Hydrants",13,"2026-02-23T16:36:53.926999","notspecified"
"wellbeing-youth-adult-education-upgrading","Wellbeing Youth - Adult Education Upgrading",13,"2026-02-23T16:03:19.669435",NA
"wellbeing-youth-affordable-housing-access","Wellbeing Youth - Affordable Housing Access",13,"2026-02-23T16:03:06.225960",NA
"wellbeing-youth-alternative-adult-education","Wellbeing Youth - Alternative Adult Education",13,"2026-02-23T16:02:57.171122",NA
"wellbeing-youth-concurrent-disorder-programs","Wellbeing Youth - Concurrent Disorder Programs",13,"2026-02-23T16:02:46.446219",NA
"wellbeing-youth-disability-supports-services","Wellbeing Youth - Disability Supports Services",13,"2026-02-23T16:02:37.521329",NA
"wellbeing-youth-sexual-health-services","Wellbeing Youth - Sexual Health Services",15,"2026-02-23T16:02:27.815563",NA
"wellbeing-youth-housing-eviction-help","Wellbeing Youth - Housing Eviction Help",13,"2026-02-23T16:02:16.256798",NA
"wellbeing-youth-legal-justice-support","Wellbeing Youth - Legal Justice Support",13,"2026-02-23T16:02:02.716214",NA
"wellbeing-youth-legal-support-advocacy","Wellbeing Youth - Legal Support Advocacy",13,"2026-02-23T16:01:53.569543",NA
"wellbeing-youth-life-skills-training","Wellbeing Youth - Life Skills Training",13,"2026-02-23T16:00:08.593537",NA
"wellbeing-youth-newcomer-settlement-services","Wellbeing Youth - Newcomer Settlement Services",13,"2026-02-23T15:59:53.836321",NA
"wellbeing-youth-substance-use-treatment","Wellbeing Youth - Substance Use Treatment",13,"2026-02-23T15:59:44.377783",NA
"wellbeing-youth-aboriginal-youth-services","Wellbeing Youth- Aboriginal Youth Services",13,"2026-02-23T15:59:34.152422",NA
"wellbeing-youth-educational-support","Wellbeing Youth - Educational Support",13,"2026-02-23T15:59:24.989978",NA
"wellbeing-youth-employment-resources","Wellbeing Youth - Employment Resources",13,"2026-02-23T15:59:14.213239",NA
"wellbeing-youth-financial-services","Wellbeing Youth - Financial Services",13,"2026-02-23T15:59:04.090742",NA
"wellbeing-youth-health-services","Wellbeing Youth - Health Services",13,"2026-02-23T15:58:53.651203",NA
"wellbeing-youth-lgbtq-resources","Wellbeing Youth - LGBTQ Resources",13,"2026-02-23T15:58:43.906769",NA
"wellbeing-youth-mental-health","Wellbeing Youth - Mental Health",13,"2026-02-23T15:58:32.679279",NA
"wellbeing-youth-parenting-programs","Wellbeing Youth - Parenting Programs",13,"2026-02-23T15:58:22.779633",NA
"wellbeing-youth-recreation","Wellbeing Youth - Recreation",13,"2026-02-23T15:58:13.716158",NA
"wellbeing-youth-refugee-housing","Wellbeing Youth - Refugee Housing",13,"2026-02-23T15:58:02.876334",NA
"wellbeing-youth-transitional-housing","Wellbeing Youth - Transitional Housing",13,"2026-02-23T15:57:52.814192",NA
"fire-services-emergency-incident-basic-detail","Fire Services Emergency Incident Basic Detail",124,"2026-02-20T22:20:32.885192","open-government-licence-toronto"
"transport-bus-initiative-usage","Transport Bus Initiative Usage",4,"2026-02-20T21:57:24.931519","notspecified"
"solarto","SolarTO",8,"2026-02-20T21:48:31.517369",NA
"subsidized-housing-listings","Subsidized Housing Listings",8,"2026-02-20T21:36:41.483300","notspecified"
"section-37","Community Benefits Secured (Planning Act Sections 37 and 45)",4,"2026-02-20T21:36:32.337313","notspecified"
"current-and-future-climate","Current and Future Climate",4,"2026-02-20T21:35:18.539119",NA
"basement-flooding-study-areas","Basement Flooding Study Areas",8,"2026-02-20T21:35:01.024487","notspecified"
"city-operated-electric-vehicle-charging-station-map","The City Operated Electric Vehicle Charging Station Map",8,"2026-02-20T21:34:25.448297","notspecified"
"park-and-recreation-facility-study-areas","Park and Recreation Facility Study Areas",8,"2026-02-20T21:34:15.174117","notspecified"
"topographic-mapping-water-line","Topographic Mapping - Water Line",8,"2026-02-20T21:34:02.891913",NA
"topographic-mapping-railway","Topographic Mapping - Railway",8,"2026-02-20T21:33:50.675689","notspecified"
"green-streets","Green Streets",8,"2026-02-20T21:33:34.131529","notspecified"
"litter-bin-collection-frequency","Litter Bin Collection Frequency",8,"2026-02-20T21:33:22.510104",NA
"strollto","StrollTO",16,"2026-02-20T21:33:05.916593",NA
"off-leash-areas","Off Leash Areas",8,"2026-02-20T21:32:29.265388","notspecified"
"covid-19-immunization-clinics","COVID-19 Immunization Clinics",9,"2026-02-20T21:30:38.594468","notspecified"
"covid-19-testing-sites","COVID-19 Testing Sites",13,"2026-02-20T21:30:25.964199","notspecified"
"bicycle-parking-racks","Bicycle Parking Racks",14,"2026-02-20T21:30:09.206468",NA
"zoning-by-law","Zoning By-law",92,"2026-02-20T21:29:42.613615",NA
"blacklegged-tick-surveillance","Blacklegged Tick Surveillance",9,"2026-02-20T21:23:26.860120",NA
"community-council-boundaries","Community Council Boundaries",14,"2026-02-20T21:23:16.093222",NA
"archaeological-potential-interim","Archaeological Potential - Interim",16,"2026-02-20T21:08:19.721515",NA
"toronto-fire-services-run-areas","Toronto Fire Services Run Areas",11,"2026-02-20T21:07:49.240940",NA
"sign-bylaw-districts","Sign Bylaw Districts",13,"2026-02-20T21:07:38.191667","open-government-licence-toronto"
"outdoor-artificial-ice-rinks","Outdoor Artificial Ice Rinks",18,"2026-02-20T21:06:33.382774","notspecified"
"indoor-ice-rinks","Indoor Ice Rinks",19,"2026-02-20T21:06:21.714288","notspecified"
"traffic-control-devices","Traffic Control Devices",9,"2026-02-20T21:06:09.432423",NA
"topographic-mapping-edge-of-road","Topographic Mapping – Edge of Road",11,"2026-02-20T21:05:56.490239",NA
"topographic-mapping-physical-area-of-sidewalks","Topographic Mapping – Physical area of sidewalks",11,"2026-02-20T21:02:42.450577",NA
"topographic-mapping-poles","Topographic Mapping - Poles",10,"2026-02-20T20:59:54.211455",NA
"pedestrian-network","Pedestrian Network",16,"2026-02-20T20:56:58.265773",NA
"cultural-hotspot-points-of-interest","Cultural Hotspot - Points of Interest",14,"2026-02-20T20:55:50.098604","notspecified"
"fire-station-locations","Fire Facility Locations",14,"2026-02-20T20:55:37.205452","notspecified"
"mbncanada-performance-measures","MBNCanada Performance Measures",20,"2026-02-20T20:55:05.250647","notspecified"
"doors-open-toronto-2016","Doors Open Toronto 2016",5,"2026-02-20T20:54:40.810702","notspecified"
"doors-open-toronto-2017","Doors Open Toronto 2017",5,"2026-02-20T20:54:35.622631","notspecified"
"doors-open-toronto-2018","Doors Open Toronto 2018",5,"2026-02-20T20:54:30.885706","notspecified"
"councillors-constituency-services-office-expense-reporting","Councillors' Constituency Services & Office Expense Reporting",9,"2026-02-20T20:54:26.485556","notspecified"
"metadata-catalog","Metadata Catalog",24,"2026-02-20T20:54:21.665475","notspecified"
"toronto-police-staffing-by-command","Toronto Police Staffing by Command",4,"2026-02-20T20:48:50.708247","notspecified"
"toronto-police-budget-by-command","Toronto Police Budget By Command",4,"2026-02-20T20:48:46.440859",NA
"topographic-mapping-physical-area-of-parking-lots","Topographic Mapping – Physical area of parking lots",11,"2026-02-20T20:48:40.928291",NA
"annual-summary-of-reportable-communicable-diseases","Annual Summary of Reportable Communicable Diseases",9,"2026-02-20T20:46:41.065363",NA
"business-incubation","Business Incubation",5,"2026-02-20T20:46:36.619850","open-government-licence-toronto"
"king-st-transit-pilot-2015-king-street-traffic-counts","King St. Transit Pilot - 2015 King Street Traffic Counts",5,"2026-02-20T20:46:32.614910","open-government-licence-toronto"
"king-st-transit-pilot-bluetooth-travel-time-summary","King St. Transit Pilot - Bluetooth Travel Time Summary",5,"2026-02-20T20:46:27.491783","open-government-licence-toronto"
"king-st-transit-pilot-traffic-pedestrian-volumes-summary","King St. Transit Pilot - Traffic & Pedestrian Volumes Summary",5,"2026-02-20T20:46:22.402248","open-government-licence-toronto"
"transportation-innovation-zones-stakeholder-workshops-results","Transportation Innovation Zones - Stakeholder Workshops Results",4,"2026-02-20T20:46:13.247581","open-government-licence-toronto"
"air-conditioned-public-places-cooling-centres","Air Conditioned Public Places & Cooling Centres",7,"2026-02-20T20:46:08.397083","notspecified"
"civic-issue-questionnaire","Civic Issue Campaign Results",5,"2026-02-20T20:46:03.900688","open-government-licence-toronto"
"neighbourhood-profiles","Neighbourhood Profiles",17,"2026-02-20T20:45:59.186007","notspecified"
"daily-shelter-occupancy","Daily Shelter Occupancy",16,"2026-02-20T20:45:24.191521",NA
"covid-19-cases-in-toronto","COVID-19 Cases in Toronto",4,"2026-02-20T20:44:43.252193","notspecified"
"elections-subdivisions","Elections Subdivisions",46,"2026-02-20T19:18:37.211877",NA
"elections-voting-locations","Elections Voting Locations",46,"2026-02-20T19:17:03.274650",NA
"neighbourhoods","Neighbourhoods",16,"2026-02-20T19:15:33.677378","notspecified"
"places-of-worship","Places of Worship",14,"2026-02-20T19:14:54.432214","open-government-licence-toronto"
"police-facility-locations","Police Facility Locations",13,"2026-02-20T19:14:40.693345","notspecified"
"renewable-energy-installations","Renewable Energy Installations",15,"2026-02-20T19:14:30.071500","open-government-licence-toronto"
"retirement-homes","Retirement Homes",14,"2026-02-20T19:14:18.603862","notspecified"
"street-tree-data","Street Tree Data",15,"2026-02-20T19:14:07.043695","notspecified"
"former-municipality-boundaries","Former Municipality Boundaries",13,"2026-02-20T19:04:51.094842",NA
"places-of-interest-and-toronto-attractions","Places of Interest and Toronto Attractions",9,"2026-02-20T19:04:39.994577","notspecified"
"ambulance-station-locations","Ambulance Station Locations",8,"2026-02-20T19:04:27.899125",NA
"toronto-community-housing-data","Toronto Community Housing Data",14,"2026-02-20T19:04:17.564828","notspecified"
"council-and-standing-committee-meeting-statistics","Council and Standing Committee Meeting Statistics",9,"2026-02-20T19:04:04.007797","notspecified"
"neighbourhood-improvement-areas","Neighbourhood Improvement Areas",12,"2026-02-20T19:03:54.596536","notspecified"
"proclamations","Proclamations",17,"2026-02-20T19:03:42.518658",NA
"bicycle-parking-bike-stations-indoor","Bicycle Parking - Bike Stations (Indoor)",9,"2026-02-20T19:03:22.847124","notspecified"
"bicycle-shops","Bicycle Shops",13,"2026-02-20T19:03:01.505249","notspecified"
"city-wards","City Wards",18,"2026-02-20T19:02:50.452267",NA
"toronto-beaches-observations","Toronto Beaches Observations",4,"2026-02-20T19:02:37.545995","notspecified"
"cultural-festivals-funding-program-recipients","Cultural Festivals Funding Program recipients",4,"2026-02-20T19:02:31.471623","notspecified"
"pollinateto-primary-project-garden-locations","PollinateTO Primary Project Garden Locations",8,"2026-02-20T19:02:27.514203","notspecified"
"presto-card-access","Presto Card Access",8,"2026-02-20T19:02:15.318457","notspecified"
"downsview-secondary-plan","Update Downsview",32,"2026-02-20T19:02:02.395846","notspecified"
"immunization-coverage-for-students","Immunization Coverage for students",37,"2026-02-20T19:00:40.234624","notspecified"
"wards-and-elected-councillors","Wards and Elected Councillors",8,"2026-02-20T18:59:54.419060","notspecified"
"elected-officials-contact-information","Elected Officials' Contact Information",9,"2026-02-20T18:59:42.732523",NA
"traffic-cameras","Traffic Cameras",9,"2026-02-20T18:58:03.746755","notspecified"
"tenant-notification-for-rent-reduction","Tenant Notification for Rent Reduction",49,"2026-02-20T18:57:53.248610","notspecified"
"toronto-police-budget","Toronto Police Budget",28,"2026-02-20T18:46:25.161150",NA
"chemical-tracking-chemtrac","Chemical Tracking (ChemTrac)",47,"2026-02-20T18:45:39.647817","notspecified"
"street-furniture-information-pillar-wayfinding-structure","Street Furniture - Information Pillar-Wayfinding Structure",13,"2026-02-20T18:44:05.354280","open-government-licence-toronto"
"street-furniture-bench","Street Furniture - Bench",13,"2026-02-20T18:43:53.464407","open-government-licence-toronto"
"street-furniture-poster-board","Street Furniture - Poster Board",13,"2026-02-20T18:43:41.557390","open-government-licence-toronto"
"street-furniture-litter-receptacle","Street Furniture - Litter Receptacle",13,"2026-02-20T18:43:29.970269","open-government-licence-toronto"
"street-furniture-poster-structure","Street Furniture - Poster Structure",13,"2026-02-20T18:43:12.228894","open-government-licence-toronto"
"street-furniture-publication-structure","Street Furniture - Publication Structure",13,"2026-02-20T18:42:45.857172","open-government-licence-toronto"
"street-furniture-transit-shelter","Street Furniture - Transit Shelter",13,"2026-02-20T18:42:33.553224","open-government-licence-toronto"
"fire-incidents","Fire Incidents",4,"2026-02-20T18:33:47.972448","notspecified"
"automated-speed-enforcement-locations","Automated Speed Enforcement Locations",13,"2026-02-20T18:32:13.530700","notspecified"
"tps-police-divisions","TPS Police Divisions",13,"2026-02-20T18:31:15.455486","notspecified"
"police-boundaries","Police Boundaries",8,"2026-02-20T18:31:14.158106",NA
"demolition-and-replacement-of-rental-housing-units","Demolition and Replacement of Rental Housing Units",4,"2026-02-20T18:05:13.272549","notspecified"
"centralized-waiting-list-activity-for-social-housing","Centralized Waiting List Activity for Social Housing",4,"2026-02-20T18:05:09.334539","open-government-licence-toronto"
"school-locations-all-types","School Locations - All Types",13,"2026-02-20T17:59:53.125409","notspecified"
"toronto-district-school-board-locations","Toronto District School Board Locations",9,"2026-02-20T17:59:40.461170","notspecified"
"tcdsb-schools","TCDSB - Schools",13,"2026-02-20T17:59:28.760914",NA
"cost-of-living-in-toronto-for-low-income-households","Cost of Living in Toronto for Low-Income Households",6,"2026-02-19T22:40:01.007413","notspecified"
"minister-approved-major-transit-station-areas","Minister-Approved Major Transit Station Areas",2,"2026-02-03T16:36:23.527141","notspecified"
"red-light-camera-annual-charges","Red Light Camera Annual Charges",1,"2026-02-03T13:15:13.947986",NA
"pcard-expenditures","PCard Expenditures",2,"2026-01-02T22:21:20.121538",NA
"annual-energy-consumption","Annual Energy Consumption [City Owned/Operated Buildings]",13,"2025-12-23T18:32:21.125160","notspecified"
"toronto-employment-survey-summary-tables","Toronto Employment Survey Summary Tables",7,"2025-12-16T21:29:13.418415",NA
"topographic-mapping-impermeable-surface","Topographic Mapping – Impermeable Surface",1,"2025-12-02T15:52:03.181438",NA
"housing-to-action-plan","HousingTO Action Plan",1,"2025-10-28T15:15:42.305338","notspecified"
"elections-by-election-voter-statistics","Elections - By-Election Voter Statistics",15,"2025-10-28T14:53:44.888271","notspecified"
"ttc-gtfs-realtime-gtfs-rt","TTC GTFS-Realtime (GTFS-RT)",1,"2025-10-14T15:21:26.791047","notspecified"
"green-p-parking","Green P Parking",3,"2025-10-09T16:00:05.353194","notspecified"
"community-referrals-by-ems-crems","Community Referrals by EMS (CREMS)",2,"2025-10-01T12:56:45.492942",NA
"elections-official-by-election-results","Elections - Official By-Election Results",15,"2025-09-30T20:48:07.072992",NA
"paramedic-services-911-language-interpretation","Paramedic Services 911 Language Interpretation",2,"2025-09-23T13:13:15.056516",NA
"ttc-real-time-next-vehicle-arrival-nvas","TTC Real-Time Next Vehicle Arrival (NVAS)",1,"2025-09-08T13:48:03.860705","notspecified"
"revenues-and-expenses","Financial Information Return - Revenues (Schedule 10) and Expenses (Schedule 40)",1,"2025-08-29T12:54:08.859803","notspecified"
"heritage-formerly-listed","Heritage Formerly Listed",1,"2025-07-31T20:36:20.493010","notspecified"
"poverty-reduction-strategy-consultation-qualitative-input","Poverty Reduction Strategy Consultation - Qualitative Input",5,"2025-07-24T19:55:45.268476",NA
"wellbeing-toronto-demographics","Wellbeing Toronto - Demographics",2,"2025-07-24T19:55:44.663687",NA
"wellbeing-toronto-civics-equity-indicators","Wellbeing Toronto - Civics & Equity Indicators",1,"2025-07-24T19:55:43.971230","open-government-licence-toronto"
"wellbeing-toronto-culture","Wellbeing Toronto - Culture",1,"2025-07-24T19:55:43.384994","open-government-licence-toronto"
"ttc-ridership-all-day-weekday-for-surface-routes","TTC Ridership - All Day Weekday for Surface Routes",1,"2025-07-24T19:55:42.770247","open-government-licence-toronto"
"multi-use-trail-entrances","Multi-Use Trail Entrances",1,"2025-07-24T19:55:38.302333",NA
"sidewalk-inventory","Sidewalk Inventory",3,"2025-07-24T19:55:35.487563","open-government-licence-toronto"
"sexual-health-clinic-locations-hours-and-services","Sexual Health Clinic Locations, Hours and Services",2,"2025-07-24T19:55:33.514806","open-government-licence-toronto"
"human-rights-office-service-statistics","Human Rights Office Service Statistics",2,"2025-07-24T19:55:32.955960","open-government-licence-toronto"
"cultural-spaces","Cultural Spaces",3,"2025-07-24T19:55:32.335994","notspecified"
"parking-ticket-trials","Parking Ticket Trials",2,"2025-07-24T19:55:31.809598","open-government-licence-toronto"
"automatic-external-defibrillators-aed-locations","Automatic External Defibrillators (AED) Locations",9,"2025-07-24T19:55:31.203578",NA
"heritage-shoreline-evolution","Heritage Shoreline Evolution",1,"2025-07-24T19:55:28.187329",NA
"elections-voter-statistics","Elections - Voter Statistics",7,"2025-07-24T19:55:23.984438","notspecified"
"bicycle-counts","Bicycle Counts",4,"2025-07-24T19:55:22.662309","open-government-licence-toronto"
"taxicab-stand-locations","Taxicab Stand Locations",2,"2025-07-24T19:55:22.072841","open-government-licence-toronto"
"casino-survey-results","Casino Survey Results",3,"2025-07-24T19:55:21.482502","notspecified"
"licensed-dogs-and-cats-reports","Licensed Dogs and Cats Reports",25,"2025-07-24T19:55:20.556326","notspecified"
"archives-name-authorities-list-of-authorized-names","Archives Name Authorities - List of Authorized Names",2,"2025-07-24T19:55:16.964523","open-government-licence-toronto"
"ontario-early-years-centres-toronto","Ontario Early Years Centres (Toronto)",1,"2025-07-24T19:55:15.664541","open-government-licence-toronto"
"web-map-services","Web Map Services",19,"2025-07-24T19:55:13.485290","open-government-licence-toronto"
"watermain-breaks","Watermain Breaks",2,"2025-07-24T19:55:12.928061",NA
"water-billing-by-ward","Water Billing by Ward",5,"2025-07-24T19:55:12.253721",NA
"turn-restrictions","Turn Restrictions",1,"2025-07-24T19:55:11.019669","notspecified"
"toronto-public-library-branch-locations","Toronto Public Library Branch Locations",2,"2025-07-24T19:55:10.469987",NA
"supportive-housing-locations-city-operated","Supportive Housing Locations, City Operated",2,"2025-07-24T19:55:07.167186",NA
"sports-recreation-program-enrollment-drop-in-usage-and-permit-activity-summary","Sports & Recreation - Program Enrollment, Drop-In Usage and Permit Activity Summary",2,"2025-07-24T19:55:05.787952",NA
"solid-waste-management-services-transfer-station-locations","Solid Waste Management Services - Transfer Station Locations",2,"2025-07-24T19:55:05.290794",NA
"solid-waste-management-districts","Solid Waste Management Districts",1,"2025-07-24T19:55:04.776422","open-government-licence-toronto"
"solid-waste-daytime-curbside-collection-areas","Solid Waste Daytime Curbside Collection Areas",2,"2025-07-24T19:55:04.187529",NA
"solid-waste-recycled-material-sales-revenue","Solid Waste - Recycled Material Sales Revenue",2,"2025-07-24T19:55:03.675126",NA
"social-housing-wait-list-rent-bank-loans-granted-and-shelter-use-summary","Social Housing - Wait List , Rent Bank Loans Granted and Shelter Use Summary",2,"2025-07-24T19:55:03.205966","open-government-licence-toronto"
"shelter-profile-information","Shelter Profile Information",3,"2025-07-24T19:55:02.643239","notspecified"
"regional-municipal-boundary","Regional Municipal Boundary",1,"2025-07-24T19:54:59.755790","open-government-licence-toronto"
"priority-investment-neighbourhoods","Priority Investment Neighbourhoods",1,"2025-07-24T19:54:58.792510",NA
"parks","Parks",1,"2025-07-24T19:54:56.073405","notspecified"
"one-way-streets","One Way Streets",1,"2025-07-24T19:54:54.138324","open-government-licence-toronto"
"municipal-land-transfer-tax-revenue-summary","Municipal Land Transfer Tax Revenue Summary",2,"2025-07-24T19:54:49.660475","open-government-licence-toronto"
"inventory-of-applications","Inventory of Applications",1,"2025-07-24T19:54:48.187757","open-government-licence-toronto"
"hostel-services-homeless-shelter-locations","Hostel Services: Homeless Shelter Locations",2,"2025-07-24T19:54:47.646942","notspecified"
"forest-and-land-cover","Forest and Land Cover",4,"2025-07-24T19:54:45.748692",NA
"drop-in-locations-toronto-drop-in-network-members-tdin","Drop-In Locations (Toronto Drop-In Network Members - TDIN)",2,"2025-07-24T19:54:41.633736","notspecified"
"daily-bread-food-banks-client-visits-by-month","Daily Bread Food Banks - Client Visits by Month",2,"2025-07-24T19:54:40.602131",NA
"core-service-review-quantitative-data","Core Service Review - Quantitative Data",3,"2025-07-24T19:54:40.012727",NA
"core-service-review-qualitative-data","Core Service Review - Qualitative Data",2,"2025-07-24T19:54:39.441625",NA
"consulting-services-expenditures","Consulting Services Expenditures",4,"2025-07-24T19:54:38.914346","notspecified"
"clerks-record-classification-system-internally-approved-rsmt","Clerks - Record Classification System - Internally Approved (RSMT)",3,"2025-07-24T19:54:38.425671","open-government-licence-toronto"
"clerks-record-classification-system-authoritative-source-rsmt","Clerks - Record Classification System - Authoritative Source (RSMT)",3,"2025-07-24T19:54:37.834524","open-government-licence-toronto"
"clerk-s-directory-of-record-for-record-series-management-tool-rsmt","Clerk's Directory of Record for Record Series Management Tool (RSMT)",3,"2025-07-24T19:54:37.206998","open-government-licence-toronto"
"city-subject-thesaurus","City Subject Thesaurus",4,"2025-07-24T19:54:35.743778","open-government-licence-toronto"
"bikeways","Bikeways",14,"2025-07-24T19:54:31.849234","notspecified"
"bicycle-post-and-ring-locations","Bicycle Post and Ring Locations",3,"2025-07-24T19:54:31.197145",NA
"bicycle-count-and-locations","Bicycle Count and Locations",2,"2025-07-24T19:54:30.548032",NA
"311-service-request-codes","311 Service Request Codes",1,"2025-07-24T19:54:28.334781","open-government-licence-toronto"
"311-open311-api-calls-for-service-requests","311 - Open311 API Calls for Service Requests",2,"2025-07-24T19:54:27.770688",NA
"toronto-population-health-status-indicators","Population Health Status Indicators",7,"2025-07-09T18:41:32.484807","notspecified"
"2024-city-budget-pre-budget-consultation","City Budget Pre-Budget Consultation",9,"2025-07-04T16:53:33.827099","notspecified"
